fid,id,StopCode,location,stop_id,stop_name,stop_code,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code,CenDeg,CatCenDeg,Clossnes,CatClossnes
"3132","1000000000003131","55976","(597086.6953976246, 5037668.006175468)","55976",Marie-Curie / No 2800,"55976",,"45.485786","-73.757630",,http://m.stm.info/fr/horaires/arrets/55976/bus,"0",,,"1",,,0.000231481481,"1",1.33523394724,"2"
"3133","1000000000003132","60276","(597746.8545271546, 5037810.042147202)","60276",Vanden-Abeele / Halpern,"60276",,"45.486972","-73.749156",,http://m.stm.info/fr/horaires/arrets/60276/bus,"0",,,"1",,,0.000231481481,"1",1.317548039937,"2"
"3134","1000000000003133","60277","(598021.7552343366, 5037945.231942722)","60277",Vanden-Abeele / No 6198,"60277",,"45.488150","-73.745612",,http://m.stm.info/fr/horaires/arrets/60277/bus,"0",,,"2",,,0.000231481481,"1",1.300324527086,"2"
"3135","1000000000003134","55863","(598574.9848831965, 5037800.98844628)","55863",Saint-François / Donahue,"55863",,"45.486774","-73.738563",,http://m.stm.info/fr/horaires/arrets/55863/bus,"0",,,"1",,,0.000462962963,"3",1.649644490002,"3"
"3136","1000000000003135","55898","(602014.6503862807, 5039882.099690308)","55898",Côte-Vertu / No 2308,"55898",,"45.505007","-73.694125",,http://m.stm.info/fr/horaires/arrets/55898/bus,"0",,,"1",,,0.000462962963,"3",1.915262741116,"4"
"3137","1000000000003136","60807","(602839.4560200046, 5040838.030844855)","60807",Station Côte-Vertu (Gohier / Côte-Vertu),"60807",,"45.513488","-73.683369",,http://m.stm.info/fr/horaires/arrets/60807/bus,"0",,,"1",,,0.000462962963,"3",2.550422954129,"5"
"3138","1000000000003137","55862","(598601.2726632963, 5037849.184519547)","55862",Saint-François / Donahue,"55862",,"45.487204","-73.738217",,http://m.stm.info/fr/horaires/arrets/55862/bus,"0",,,"1",,,0.000462962963,"3",2.481654775926,"5"
"3139","1000000000003138","60268","(598007.3878929031, 5037974.344229615)","60268",Vanden-Abeele / No 6198,"60268",,"45.488414","-73.745790",,http://m.stm.info/fr/horaires/arrets/60268/bus,"0",,,"2",,,0.000231481481,"1",2.42123432591,"5"
"3140","1000000000003139","60269","(597733.1933857567, 5037813.941019134)","60269",Vanden-Abeele / Halpern,"60269",,"45.487009","-73.749330",,http://m.stm.info/fr/horaires/arrets/60269/bus,"0",,,"1",,,0.000231481481,"1",2.363686041708,"5"
"3141","1000000000003140","60270","(597091.0165467758, 5037681.741127814)","60270",Marie-Curie / No 2800,"60270",,"45.485909","-73.757572",,http://m.stm.info/fr/horaires/arrets/60270/bus,"0",,,"2",,,0.000231481481,"1",2.308809879701,"5"
"3142","1000000000003141","60271","(596824.5237688622, 5037622.841877451)","60271",Marie-Curie / Alfred-Nobel,"60271",,"45.485416","-73.760993",,http://m.stm.info/fr/horaires/arrets/60271/bus,"0",,,"1",,,0.000231481481,"1",2.256423951893,"5"
"3143","1000000000003142","55979","(596359.9858536053, 5037404.006288983)","55979",Marie-Curie / No 2650,"55979",,"45.483511","-73.766979",,http://m.stm.info/fr/horaires/arrets/55979/bus,"0",,,"1",,,0.000231481481,"1",2.206362511893,"5"
"3144","1000000000003143","61116","(596260.8909415253, 5037224.134653913)","61116",Marie-Curie / Frederick-Banting,"61116",,"45.481906","-73.768282",,http://m.stm.info/fr/horaires/arrets/61116/bus,"0",,,"2",,,0.000231481481,"1",2.158474203171,"5"
"3145","1000000000003144","60865","(596292.5841787488, 5037119.943253548)","60865",Marie-Curie / No 2520,"60865",,"45.480964","-73.767897",,http://m.stm.info/fr/horaires/arrets/60865/bus,"0",,,"2",,,0.000231481481,"1",2.112620530606,"4"
"3146","1000000000003145","55987","(596522.7131931621, 5036891.563791191)","55987",Marie-Curie / No 2450,"55987",,"45.478877","-73.764998",,http://m.stm.info/fr/horaires/arrets/55987/bus,"0",,,"1",,,0.000231481481,"1",2.068674522785,"4"
"3147","1000000000003146","55984","(596805.9017978618, 5036828.027064252)","55984",Alexander-Fleming / Alfred-Nobel,"55984",,"45.478266","-73.761388",,http://m.stm.info/fr/horaires/arrets/55984/bus,"0",,,"1",,,0.000231481481,"1",2.026519557874,"4"
"3148","1000000000003147","55982","(596859.6755331196, 5037071.992773379)","55982",Alfred-Nobel / Albert-Einstein,"55982",,"45.480454","-73.760652",,http://m.stm.info/fr/horaires/arrets/55982/bus,"0",,,"1",,,0.000231481481,"1",1.986048330164,"4"
"3149","1000000000003148","55980","(596819.872711086, 5037250.286543444)","55980",Alfred-Nobel / Frederick-Banting,"55980",,"45.482064","-73.761126",,http://m.stm.info/fr/horaires/arrets/55980/bus,"0",,,"1",,,0.000231481481,"1",1.947161938036,"4"
"3150","1000000000003149","60840","(596448.6006741032, 5037253.128991258)","60840",Frederick-Banting / No 7171,"60840",,"45.482141","-73.765875",,http://m.stm.info/fr/horaires/arrets/60840/bus,"0",,,"2",,,0.000231481481,"1",1.909769077009,"4"
"3151","1000000000003150","60841","(596289.1260148518, 5037218.01135619)","60841",Frederick-Banting / Marie-Curie,"60841",,"45.481847","-73.767922",,http://m.stm.info/fr/horaires/arrets/60841/bus,"0",,,"1",,,0.000231481481,"1",1.873785324016,"4"
"3152","1000000000003151","60809","(595702.1255964286, 5036911.785331228)","60809",Saint-François / André,"60809",,"45.479172","-73.775491",,http://m.stm.info/fr/horaires/arrets/60809/bus,"0",,,"2",,,0.000231481481,"1",1.839132501097,"4"
"3153","1000000000003152","61873","(595335.9802405416, 5036653.080199341)","61873",Saint-François / No 2025,"61873",,"45.476894","-73.780225",,http://m.stm.info/fr/horaires/arrets/61873/bus,"0",,,"2",,,0.000231481481,"1",1.805738108418,"4"
"3154","1000000000003153","60810","(595076.2948682753, 5036471.23749838)","60810",Saint-François / Avro,"60810",,"45.475293","-73.783582",,http://m.stm.info/fr/horaires/arrets/60810/bus,"0",,,"2",,,0.000231481481,"1",1.773534817949,"3"
"3155","1000000000003154","60811","(594845.9934862534, 5036304.739974853)","60811",Avro / Saint-Rémi,"60811",,"45.473826","-73.786560",,http://m.stm.info/fr/horaires/arrets/60811/bus,"0",,,"2",,,0.000231481481,"1",1.742460020389,"3"
"3156","1000000000003155","60812","(594638.1267770416, 5036153.257311069)","60812",Avro / No 2525,"60812",,"45.472491","-73.789248",,http://m.stm.info/fr/horaires/arrets/60812/bus,"0",,,"2",,,0.000231481481,"1",1.712455418882,"3"
"3157","1000000000003156","60813","(594526.6151340863, 5036549.614917711)","60813",Hymus / No 39,"60813",,"45.476073","-73.790598",,http://m.stm.info/fr/horaires/arrets/60813/bus,"0",,,"2",,,0.000231481481,"1",1.68346666401,"3"
"3158","1000000000003157","60817","(594310.1883447407, 5036395.569530768)","60817",Hymus / No 59,"60817",,"45.474716","-73.793396",,http://m.stm.info/fr/horaires/arrets/60817/bus,"0",,,"2",,,0.000231481481,"1",1.655443025243,"3"
"3159","1000000000003158","60816","(593905.2534389289, 5036111.03267298)","60816",Hymus / Columbus,"60816",,"45.472210","-73.798630",,http://m.stm.info/fr/horaires/arrets/60816/bus,"0",,,"2",,,0.000231481481,"1",1.628337094661,"3"
"3160","1000000000003159","60818","(593734.2114839933, 5035994.356674752)","60818",Hymus / Leacock,"60818",,"45.471183","-73.800840",,http://m.stm.info/fr/horaires/arrets/60818/bus,"0",,,"2",,,0.000231481481,"1",1.602104519319,"3"
"3161","1000000000003160","60819","(593451.7414875707, 5035794.130844588)","60819",Hymus / Delmar,"60819",,"45.469419","-73.804491",,http://m.stm.info/fr/horaires/arrets/60819/bus,"0",,,"1",,,0.000231481481,"1",1.576703759065,"3"
"3162","1000000000003161","57692","(593172.2046863585, 5035431.8369536195)","57692",Hymus / Nordic,"57692",,"45.466196","-73.808135",,http://m.stm.info/fr/horaires/arrets/57692/bus,"0",,,"2",,,0.000347222222,"2",1.884955205988,"4"
"3163","1000000000003162","57687","(593044.43625639, 5035337.157810596)","57687",Hymus / Gun,"57687",,"45.465361","-73.809787",,http://m.stm.info/fr/horaires/arrets/57687/bus,"0",,,"2",,,0.000231481481,"1",1.849891877019,"4"
"3164","1000000000003163","57673","(592734.6516871674, 5035108.670305986)","57673",Hymus / Hilary,"57673",,"45.463346","-73.813792",,http://m.stm.info/fr/horaires/arrets/57673/bus,"0",,,"2",,,0.000231481481,"1",1.816109199269,"4"
"3165","1000000000003164","57663","(592465.0699602251, 5034909.903733367)","57663",Hymus / Hastings,"57663",,"45.461593","-73.817277",,http://m.stm.info/fr/horaires/arrets/57663/bus,"0",,,"1",,,0.000231481481,"1",1.78353826939,"3"
"3166","1000000000003165","57656","(592287.6071271795, 5034779.173462634)","57656",Hymus / Carlisle,"57656",,"45.460440","-73.819571",,http://m.stm.info/fr/horaires/arrets/57656/bus,"0",,,"1",,,0.000462962963,"3",1.851444432271,"4"
"3167","1000000000003166","56152","(603340.9638569311, 5037934.19730216)","56152",Andover / Darnley,"56152",,"45.487283","-73.677562",,http://m.stm.info/fr/horaires/arrets/56152/bus,"0",,,"1",,,0.000231481481,"1",2.536487932089,"5"
"3168","1000000000003167","56153","(603390.0015840783, 5038212.48772497)","56153",Andover / Delmeade,"56153",,"45.489780","-73.676876",,http://m.stm.info/fr/horaires/arrets/56153/bus,"0",,,"1",,,0.000231481481,"1",2.47314125587,"5"
"3169","1000000000003168","55668","(603159.4137379455, 5038446.171181595)","55668",Delmeade / Côte-de-Liesse,"55668",,"45.491917","-73.679777",,http://m.stm.info/fr/horaires/arrets/55668/bus,"0",,,"1",,,0.000231481481,"1",2.412881546319,"5"
"3170","1000000000003169","56139","(603325.0629198332, 5038695.930331907)","56139",Côte-de-Liesse / No 5750,"56139",,"45.494140","-73.677605",,http://m.stm.info/fr/horaires/arrets/56139/bus,"0",,,"1",,,0.000694444444,"4",2.550476845954,"5"
"3171","1000000000003170","55671","(603210.8724823056, 5039128.667552695)","55671",Alexis-Nihon / Ward,"55671",,"45.498051","-73.678975",,http://m.stm.info/fr/horaires/arrets/55671/bus,"0",,,"1",,,0.000347222222,"2",2.486518832433,"5"
"3172","1000000000003171","55644","(602960.2781162746, 5039388.587578214)","55644",Saint-Louis / Alexis-Nihon,"55644",,"45.500427","-73.682127",,http://m.stm.info/fr/horaires/arrets/55644/bus,"0",,,"1",,,0.000462962963,"3",2.425857230906,"5"
"3173","1000000000003172","60848","(603470.5604858075, 5040356.228997557)","60848",Station du Collège (du Collège / Décarie),"60848",,"45.509059","-73.675393",,http://m.stm.info/fr/horaires/arrets/60848/bus,"0",,,"1",,,0.000231481481,"1",2.367846049651,"5"
"3174","1000000000003173","55645","(602954.2962880807, 5039400.713346761)","55645",Saint-Louis / Vincent,"55645",,"45.500537","-73.682201",,http://m.stm.info/fr/horaires/arrets/55645/bus,"0",,,"1",,,0.000462962963,"3",2.519079038251,"5"
"3175","1000000000003174","55674","(603199.0460812516, 5039106.46997956)","55674",Alexis-Nihon / Ward,"55674",,"45.497853","-73.679131",,http://m.stm.info/fr/horaires/arrets/55674/bus,"0",,,"1",,,0.000231481481,"1",2.456581069346,"5"
"3176","1000000000003175","55843","(603290.4521443524, 5038880.3864452)","55843",Côte-de-Liesse / No 5805,"55843",,"45.495805","-73.678009",,http://m.stm.info/fr/horaires/arrets/55843/bus,"0",,,"1",,,0.000810185185,"5",2.903728753756,"5"
"3177","1000000000003176","55553","(602234.7092557517, 5038197.343475863)","55553",Cavendish / Griffith,"55553",,"45.489814","-73.691660",,http://m.stm.info/fr/horaires/arrets/55553/bus,"0",,,"1",,,0.000462962963,"3",2.82602999825,"5"
"3178","1000000000003177","55986","(602922.8368576259, 5037973.667754642)","55986",Dalton / Cavendish,"55986",,"45.487700","-73.682903",,http://m.stm.info/fr/horaires/arrets/55986/bus,"0",,,"1",,,0.000231481481,"1",2.747619279903,"5"
"3179","1000000000003178","56154","(603084.1480141326, 5037841.6294678375)","56154",Dalton / No 8423,"56154",,"45.486488","-73.680867",,http://m.stm.info/fr/horaires/arrets/56154/bus,"0",,,"1",,,0.000231481481,"1",2.673442244632,"5"
"3180","1000000000003179","56155","(603263.4328353056, 5037786.345715804)","56155",Andover / No 5975,"56155",,"45.485964","-73.678585",,http://m.stm.info/fr/horaires/arrets/56155/bus,"0",,,"1",,,0.000231481481,"1",2.603165017813,"5"
"3181","1000000000003180","61555","(613765.1237782834, 5037114.595311848)","61555",Marc-Cantin / Studios Mel's,"61555",,"45.478286","-73.544397",,http://m.stm.info/fr/horaires/arrets/61555/bus,"0",,,"2",,,0.000231481481,"1",2.461555194941,"5"
"3182","1000000000003181","61554","(613851.1331527804, 5037381.427838617)","61554",Marc-Cantin / Fernand-Seguin,"61554",,"45.480673","-73.543235",,http://m.stm.info/fr/horaires/arrets/61554/bus,"0",,,"2",,,0.000231481481,"1",2.401838296259,"5"
"3183","1000000000003182","54314","(613802.277515508, 5038347.063691174)","54314",des Moulins / Pierre-Dupuy,"54314",,"45.489370","-73.543636",,http://m.stm.info/fr/horaires/arrets/54314/bus,"0",,,"1",,,0.000462962963,"3",2.36512184289,"5"
"3184","1000000000003183","60204","(613311.6682568358, 5038041.5753412675)","60204",Bridge / No 225,"60204",,"45.486701","-73.549983",,http://m.stm.info/fr/horaires/arrets/60204/bus,"0",,,"1",,,0.000231481481,"1",2.30997133861,"5"
"3185","1000000000003184","53050","(613035.1709547269, 5038072.486283721)","53050",Bridge / Mill,"53050",,"45.487024","-73.553513",,http://m.stm.info/fr/horaires/arrets/53050/bus,"0",,,"1",,,0.000231481481,"1",2.257334252397,"5"
"3186","1000000000003185","52921","(612683.1179464108, 5038789.627248822)","52921",Peel / Wellington,"52921",,"45.493534","-73.557852",,http://m.stm.info/fr/horaires/arrets/52921/bus,"0",,,"1",,,0.000347222222,"2",2.272024036815,"5"
"3187","1000000000003186","53872","(612534.1740628984, 5038866.414283617)","53872",Peel / Ottawa,"53872",,"45.494249","-73.559740",,http://m.stm.info/fr/horaires/arrets/53872/bus,"0",,,"1",,,0.000231481481,"1",2.221065563284,"5"
"3188","1000000000003187","52743","(612300.4319901235, 5038991.251628208)","52743",École de technologie supérieure (Peel/Notre-Dame),"52743",,"45.495410","-73.562702",,http://m.stm.info/fr/horaires/arrets/52743/bus,"0",,,"1",,,0.000462962963,"3",2.32665642274,"5"
"3189","1000000000003188","52659","(612117.1105744822, 5039072.322957108)","52659",Peel / Saint-Jacques,"52659",,"45.496169","-73.565029",,http://m.stm.info/fr/horaires/arrets/52659/bus,"0",,,"1",,,0.000231481481,"1",2.273240510302,"5"
"3190","1000000000003189","52617","(611996.5757621361, 5039147.7406874085)","52617",Peel / Saint-Antoine,"52617",,"45.496867","-73.566554",,http://m.stm.info/fr/horaires/arrets/52617/bus,"0",,,"1",,,0.000578703704,"4",2.273301673999,"5"
"3191","1000000000003190","54356","(612008.0211609262, 5039412.883408498)","54356",Station Bonaventure (Gauchetière / Mansfield),"54356",,"45.499251","-73.566347",,http://m.stm.info/fr/horaires/arrets/54356/bus,"0",,,"1",,,0.000347222222,"2",2.222274826253,"5"
"3192","1000000000003191","52732","(612178.6270799227, 5039491.61203599)","52732",Robert-Bourassa / Viger,"52732",,"45.499932","-73.564146",,http://m.stm.info/fr/horaires/arrets/52732/bus,"0",,,"1",,,0.000578703704,"4",2.733396957884,"5"
"3193","1000000000003192","52754","(612277.6041684547, 5039397.8087341385)","52754",Robert-Bourassa / Saint-Jacques,"52754",,"45.499072","-73.562901",,http://m.stm.info/fr/horaires/arrets/52754/bus,"0",,,"1",,,0.000347222222,"2",2.659958842166,"5"
"3194","1000000000003193","54401","(614188.1677642929, 5037587.476316623)","54401",Carrie-Derick / Fernand-Seguin,"54401",,"45.482472","-73.538876",,http://m.stm.info/fr/horaires/arrets/54401/bus,"0",,,"2",,,0.000231481481,"1",2.590363600502,"5"
"3195","1000000000003194","59288","(614122.4275645714, 5037307.55976755)","59288",Carrie-Derick / Fernand-Seguin,"59288",,"45.479964","-73.539782",,http://m.stm.info/fr/horaires/arrets/59288/bus,"0",,,"2",,,0.000231481481,"1",2.524317288454,"5"
"3196","1000000000003195","54369","(613051.5591516056, 5039167.546895378)","54369",de la Commune / Queen,"54369",,"45.496875","-73.553051",,http://m.stm.info/fr/horaires/arrets/54369/bus,"0",,,"1",,,0.000231481481,"1",2.04385871546,"4"
"3197","1000000000003196","54370","(613015.5155086078, 5039025.092604707)","54370",Brennan / Duke,"54370",,"45.495599","-73.553545",,http://m.stm.info/fr/horaires/arrets/54370/bus,"0",,,"1",,,0.000231481481,"1",2.002509140667,"4"
"3198","1000000000003197","52973","(612814.2055941394, 5039119.378097072)","52973",Robert-Bourassa / Wellington,"52973",,"45.496480","-73.556099",,http://m.stm.info/fr/horaires/arrets/52973/bus,"0",,,"1",,,0.000694444444,"4",2.332797696948,"5"
"3199","1000000000003198","52626","(612006.6746613657, 5039812.2676319145)","52626",René-Lévesque / du Beaver Hall,"52626",,"45.502845","-73.566273",,http://m.stm.info/fr/horaires/arrets/52626/bus,"0",,,"1",,,0.000231481481,"1",2.173493992434,"5"
"3200","1000000000003199","55484","(601403.215065144, 5037675.790753166)","55484",McArthur / No 555,"55484",,"45.485242","-73.702406",,http://m.stm.info/fr/horaires/arrets/55484/bus,"0",,,"1",,,0.000231481481,"1",2.597003945628,"5"
"3201","1000000000003200","55455","(601246.7246176365, 5037821.172828196)","55455",McArthur / Seré,"55455",,"45.486573","-73.704378",,http://m.stm.info/fr/horaires/arrets/55455/bus,"0",,,"1",,,0.000347222222,"2",2.530592603464,"5"
"3202","1000000000003201","56120","(603935.1736202748, 5039383.323665391)","56120",Côte-de-Liesse / No 5430,"56120",,"45.500235","-73.669653",,http://m.stm.info/fr/horaires/arrets/56120/bus,"0",,,"1",,,0.000810185185,"5",2.564340699419,"5"
"3203","1000000000003202","55841","(603711.4204317103, 5040339.203571125)","55841",Station du Collège (Ouimet / Cartier),"55841",,"45.508870","-73.672314",,http://m.stm.info/fr/horaires/arrets/55841/bus,"0",,,"1",,,0.000347222222,"2",2.634742738585,"5"
"3204","1000000000003203","55543","(602128.0209610993, 5038163.6025107615)","55543",Griffith / Migneron,"55543",,"45.489526","-73.693032",,http://m.stm.info/fr/horaires/arrets/55543/bus,"0",,,"1",,,0.000462962963,"3",2.74080081314,"5"
"3205","1000000000003204","55494","(601579.1915254002, 5037529.505239581)","55494",Griffith / McArthur,"55494",,"45.483900","-73.700185",,http://m.stm.info/fr/horaires/arrets/55494/bus,"0",,,"1",,,0.000347222222,"2",2.666994948459,"5"
"3206","1000000000003205","61559","(609276.5853586544, 5036465.006439196)","61559",Centre universitaire de santé McGill (CUSM),"61559",,"45.473158","-73.601954",,http://m.stm.info/fr/horaires/arrets/61559/bus,"0",,,"1",,,0.000231481481,"1",2.204290274919,"5"
"3207","1000000000003206","61558","(609179.3525753252, 5036305.733612819)","61558",Centre univ. de santé McGill (Décarie/CUSM),"61558",,"45.471740","-73.603233",,http://m.stm.info/fr/horaires/arrets/61558/bus,"0",,,"1",,,0.000231481481,"1",2.15628727131,"5"
"3208","1000000000003207","51987","(610425.0995811506, 5036922.059544722)","51987",Station Place-Saint-Henri / Saint-Ferdinand,"51987",,"45.477090","-73.587162",,http://m.stm.info/fr/horaires/arrets/51987/bus,"0",,,"1",,,0.000347222222,"2",2.002271861931,"4"
"3209","1000000000003208","52033","(610585.0747042082, 5037050.007711697)","52033",Saint-Jacques / du Couvent,"52033",,"45.478216","-73.585087",,http://m.stm.info/fr/horaires/arrets/52033/bus,"0",,,"1",,,0.000231481481,"1",1.962621670821,"4"
"3210","1000000000003209","52052","(610651.1008528527, 5037180.749170637)","52052",Saint-Jacques / Laporte,"52052",,"45.479382","-73.584213",,http://m.stm.info/fr/horaires/arrets/52052/bus,"0",,,"1",,,0.000231481481,"1",1.924511340306,"4"
"3211","1000000000003210","52094","(610743.8827268736, 5037372.307292388)","52094",Saint-Jacques / Rose-de-Lima,"52094",,"45.481091","-73.582983",,http://m.stm.info/fr/horaires/arrets/52094/bus,"0",,,"1",,,0.000578703704,"4",1.8878528757,"4"
"3212","1000000000003211","61561","(611014.5618915324, 5037627.020807487)","61561",Station Lionel-Groulx (Saint-Jacques / Atwater),"61561",,"45.483340","-73.579463",,http://m.stm.info/fr/horaires/arrets/61561/bus,"0",,,"1",,,0.000231481481,"1",1.85256486155,"4"
"3213","1000000000003212","56305","(610735.331864142, 5037697.547428206)","56305",Saint-Antoine / Greene,"56305",,"45.484019","-73.583019",,http://m.stm.info/fr/horaires/arrets/56305/bus,"0",,,"1",,,0.000462962963,"3",2.717685455614,"5"
"3214","1000000000003213","52093","(610578.1037037404, 5037516.85592258)","52093",Saint-Antoine / Rose-de-Lima,"52093",,"45.482418","-73.585071",,http://m.stm.info/fr/horaires/arrets/52093/bus,"0",,,"1",,,0.000231481481,"1",2.645152470491,"5"
"3215","1000000000003214","51997","(610455.7597401491, 5037330.225587645)","51997",Saint-Antoine / Laporte,"51997",,"45.480758","-73.586678",,http://m.stm.info/fr/horaires/arrets/51997/bus,"0",,,"1",,,0.000231481481,"1",2.576390540604,"5"
"3216","1000000000003215","51964","(610378.4126913059, 5037211.844966312)","51964",Saint-Antoine / du Couvent,"51964",,"45.479705","-73.587694",,http://m.stm.info/fr/horaires/arrets/51964/bus,"0",,,"1",,,0.000231481481,"1",2.511113026438,"5"
"3217","1000000000003216","51917","(610256.3250631164, 5037054.450820873)","51917",Saint-Antoine / Saint-Ferdinand,"51917",,"45.478308","-73.589291",,http://m.stm.info/fr/horaires/arrets/51917/bus,"0",,,"1",,,0.000231481481,"1",2.449061620753,"5"
"3218","1000000000003217","54108","(609120.4018858109, 5033522.3643961465)","54108",Station Angrignon,"54108",,"45.446703","-73.604605",,http://m.stm.info/fr/horaires/arrets/54108/bus,"0",,,"1",,,0.000115740741,"1",0,"1"
"3219","1000000000003218","57078","(608867.2282215926, 5033719.007075492)","57078",Allard / Newman,"57078",,"45.448512","-73.607798",,http://m.stm.info/fr/horaires/arrets/57078/bus,"0",,,"1",,,0.000231481481,"1",1.643627403301,"3"
"3220","1000000000003219","51563","(609077.7589514874, 5033775.443103141)","51563",Allard / Irwin,"51563",,"45.448987","-73.605094",,http://m.stm.info/fr/horaires/arrets/51563/bus,"0",,,"1",,,0.000231481481,"1",1.616885337089,"3"
"3221","1000000000003220","51640","(609376.0933554916, 5033856.306163862)","51640",Allard / De Montmagny,"51640",,"45.449668","-73.601262",,http://m.stm.info/fr/horaires/arrets/51640/bus,"0",,,"1",,,0.000231481481,"1",1.59099953426,"3"
"3222","1000000000003221","51731","(609655.9011783109, 5033931.637325462)","51731",Allard / Dumas,"51731",,"45.450302","-73.597668",,http://m.stm.info/fr/horaires/arrets/51731/bus,"0",,,"1",,,0.000231481481,"1",1.565929517356,"3"
"3223","1000000000003222","53857","(609986.0241678818, 5034023.308438904)","53857",Station Monk (Allard / Monk),"53857",,"45.451075","-73.593427",,http://m.stm.info/fr/horaires/arrets/53857/bus,"0",,,"1",,,0.000231481481,"1",1.541637320624,"3"
"3224","1000000000003223","51876","(610130.6391726464, 5034064.069311515)","51876",Allard / Hadley,"51876",,"45.451419","-73.591569",,http://m.stm.info/fr/horaires/arrets/51876/bus,"0",,,"1",,,0.000231481481,"1",1.518087298165,"3"
"3225","1000000000003224","51927","(610278.7790508708, 5034068.7782147955)","51927",Allard / Laurendeau,"51927",,"45.451438","-73.589674",,http://m.stm.info/fr/horaires/arrets/51927/bus,"0",,,"1",,,0.000231481481,"1",1.495245949412,"2"
"3226","1000000000003225","51928","(610301.0515290435, 5034216.971789602)","51928",Laurendeau / Egan,"51928",,"45.452768","-73.589356",,http://m.stm.info/fr/horaires/arrets/51928/bus,"0",,,"1",,,0.000231481481,"1",1.473081760129,"2"
"3227","1000000000003226","51933","(610306.8676031465, 5034362.431800428)","51933",Laurendeau / Springland,"51933",,"45.454076","-73.589249",,http://m.stm.info/fr/horaires/arrets/51933/bus,"0",,,"1",,,0.000231481481,"1",1.451565057342,"2"
"3228","1000000000003227","61849","(610364.0451401039, 5034571.582085259)","61849",Laurendeau / De Sève,"61849",,"45.455949","-73.588471",,http://m.stm.info/fr/horaires/arrets/61849/bus,"0",,,"2",,,0.000231481481,"1",1.430667876801,"2"
"3229","1000000000003228","54158","(610369.4340820576, 5034692.252802285)","54158",Laurendeau / Jolicoeur,"54158",,"45.457034","-73.588375",,http://m.stm.info/fr/horaires/arrets/54158/bus,"0",,,"1",,,0.000231481481,"1",1.410363841732,"2"
"3230","1000000000003229","51969","(610380.6527575596, 5034935.157909243)","51969",Laurendeau / Jacques-Hertel,"51969",,"45.459218","-73.588177",,http://m.stm.info/fr/horaires/arrets/51969/bus,"0",,,"1",,,0.000231481481,"1",1.390628051765,"2"
"3231","1000000000003230","51977","(610393.3839371316, 5035225.43118075)","51977",Laurendeau / Le Caron,"51977",,"45.461828","-73.587949",,http://m.stm.info/fr/horaires/arrets/51977/bus,"0",,,"1",,,0.000231481481,"1",1.371436981055,"2"
"3232","1000000000003231","51995","(610402.2378049397, 5035420.2868116135)","51995",Laurendeau / de l'Église,"51995",,"45.463580","-73.587792",,http://m.stm.info/fr/horaires/arrets/51995/bus,"0",,,"1",,,0.000231481481,"1",1.352768384739,"2"
"3233","1000000000003232","61585","(610437.6968245246, 5035565.157050057)","61585",Saint-Rémi / Cabot,"61585",,"45.464878","-73.587306",,http://m.stm.info/fr/horaires/arrets/61585/bus,"0",,,"1",,,0.000231481481,"1",1.33460121291,"2"
"3234","1000000000003233","53861","(610304.5350279671, 5036103.354940945)","53861",Saint-Rémi / Sainte-Émilie,"53861",,"45.469742","-73.588888",,http://m.stm.info/fr/horaires/arrets/53861/bus,"0",,,"1",,,0.000231481481,"1",1.316915531448,"2"
"3235","1000000000003234","51871","(610166.0701947937, 5036187.273069088)","51871",Saint-Rémi / Notre-Dame,"51871",,"45.470519","-73.590640",,http://m.stm.info/fr/horaires/arrets/51871/bus,"0",,,"1",,,0.000231481481,"1",1.299692449055,"2"
"3236","1000000000003235","61328","(610902.9584644869, 5037576.7064584335)","61328",Station Lionel-Groulx,"61328",,"45.482905","-73.580902",,http://m.stm.info/fr/horaires/arrets/61328/bus,"0",,,"1",,,0.000347222222,"2",1.85256486155,"4"
"3237","1000000000003236","51834","(610034.2367083416, 5036258.86372683)","51834",Saint-Rémi / de la Côte-Saint-Paul,"51834",,"45.471184","-73.592310",,http://m.stm.info/fr/horaires/arrets/51834/bus,"0",,,"1",,,0.000231481481,"1",2.220925444015,"5"
"3238","1000000000003237","51873","(610129.6723000751, 5036198.414582621)","51873",Saint-Rémi / Notre-Dame,"51873",,"45.470625","-73.591103",,http://m.stm.info/fr/horaires/arrets/51873/bus,"0",,,"1",,,0.000231481481,"1",2.17235956308,"5"
"3239","1000000000003238","51942","(610296.5961541681, 5036074.543928535)","51942",Saint-Rémi / Saint-Ambroise,"51942",,"45.469484","-73.588996",,http://m.stm.info/fr/horaires/arrets/51942/bus,"0",,,"1",,,0.000231481481,"1",2.125872249061,"4"
"3240","1000000000003239","61584","(610422.8710448942, 5035572.231040372)","61584",Saint-Rémi / Cabot,"61584",,"45.464944","-73.587494",,http://m.stm.info/fr/horaires/arrets/61584/bus,"0",,,"1",,,0.000231481481,"1",2.081332857078,"4"
"3241","1000000000003240","51996","(610389.2386933981, 5035407.945207661)","51996",Laurendeau / de l'Église,"51996",,"45.463471","-73.587961",,http://m.stm.info/fr/horaires/arrets/51996/bus,"0",,,"1",,,0.000231481481,"1",2.0386214662,"4"
"3242","1000000000003241","51978","(610382.4609627913, 5035250.688075772)","51978",Laurendeau / Le Caron,"51978",,"45.462057","-73.588083",,http://m.stm.info/fr/horaires/arrets/51978/bus,"0",,,"1",,,0.000231481481,"1",1.997627801224,"4"
