fid,id,StopCode,location,stop_id,stop_name,stop_code,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code,CenDeg,CatCenDeg,Clossnes,CatClossnes
"42","1000000000000041","13","(612525.0677937488, 5040210.840294044)","13",Station Place-d'Armes,"10256",,"45.506348","-73.559548",,http://www.stm.info/fr/infos/reseaux/metro/place-d-armes,"0",STATION_M256,,"1",,,0.056338028169,"2",7.511737089202,"4"
"43","1000000000000042","12","(612748.2843809426, 5040625.927550658)","12",Station Champ-de-Mars,"10258",,"45.510047","-73.556596",,http://www.stm.info/fr/infos/reseaux/metro/champ-de-mars,"0",STATION_M258,,"1",,,0.056338028169,"2",7.181953509676,"4"
"44","1000000000000043","99","(612390.0101310406, 5041193.496767732)","9999112",Station Berri-UQAM 2,"10146",,"45.515212","-73.561051",,http://www.stm.info/fr/infos/reseaux/metro/berri-uqam,"0",STATION_M146,,"1",,,0.056338028169,"2",6.858542559706,"4"
"45","1000000000000044","10","(611744.5836733982, 5041609.599538768)","10",Station Sherbrooke,"10262",,"45.519060","-73.569217",,http://www.stm.info/fr/infos/reseaux/metro/sherbrooke,"0",STATION_M262,,"2",,,0.056338028169,"2",6.543557642149,"4"
"46","1000000000000045","9","(610737.9124307383, 5042244.194417361)","9",Station Mont-Royal,"10264",,"45.524931","-73.581959",,http://www.stm.info/fr/infos/reseaux/metro/mont-royal,"0",STATION_M264,,"2",,,0.056338028169,"2",6.238561311371,"4"
"47","1000000000000046","8","(610346.6872761908, 5042511.568553521)","8",Station Laurier,"10266",,"45.527399","-73.586907",,http://www.stm.info/fr/infos/reseaux/metro/laurier,"0",STATION_M266,,"2",,,0.056338028169,"2",5.944685610297,"3"
"48","1000000000000047","7","(609489.2202764334, 5042978.175125256)","7",Station Rosemont,"10268",,"45.531733","-73.597780",,http://www.stm.info/fr/infos/reseaux/metro/rosemont,"0",STATION_M268,,"1",,,0.056338028169,"2",5.662694113398,"3"
"49","1000000000000048","6","(608942.8334225448, 5043371.058765833)","6",Station Beaubien,"10270",,"45.535354","-73.604688",,http://www.stm.info/fr/infos/reseaux/metro/beaubien,"0",STATION_M270,,"2",,,0.056338028169,"2",5.39304201276,"3"
"50","1000000000000049","97","(608216.3248187897, 5043769.876238613)","9999052",Station Jean-Talon 2,"10272",,"45.539056","-73.613902",,http://www.stm.info/fr/infos/reseaux/metro/jean-talon,"0",STATION_M272,,"1",,,0.056338028169,"2",5.135931870292,"3"
"51","1000000000000050","4","(607048.0863575309, 5044209.331442541)","4",Station Jarry,"10274",,"45.543191","-73.628765",,http://www.stm.info/fr/infos/reseaux/metro/jarry,"0",STATION_M274,,"2",,,0.056338028169,"2",4.891363685992,"3"
"52","1000000000000051","3","(606239.56803379, 5044516.844407826)","3",Station Crémazie,"10276",,"45.546082","-73.639052",,http://www.stm.info/fr/infos/reseaux/metro/cremazie,"0",STATION_M276,,"2",,,0.056338028169,"2",4.659178700897,"2"
"53","1000000000000052","2","(604906.5365829748, 5045013.906615069)","2",Station Sauvé,"10278",,"45.550757","-73.656017",,http://www.stm.info/fr/infos/reseaux/metro/sauve,"0",STATION_M278,,"2",,,0.056338028169,"2",4.439096892915,"2"
"54","1000000000000053","1","(603949.4289497694, 5045500.249272267)","1",Station Henri-Bourassa,"10280",,"45.555277","-73.668172",,http://www.stm.info/fr/infos/reseaux/metro/henri-bourassa,"0",STATION_M280,,"1",,,0.056338028169,"2",4.230748475527,"2"
"55","1000000000000054","66","(602837.3472308243, 5046006.412145891)","66",Station Cartier,"10282",,"45.559997","-73.682310",,http://www.stm.info/fr/infos/reseaux/metro/cartier,"0",STATION_M282,,"1",,,0.056338028169,"2",4.033699916393,"2"
"56","1000000000000055","67","(600722.7568179719, 5046049.940798516)","67",Station De la Concorde,"10286",,"45.560698","-73.709389",,http://www.stm.info/fr/infos/reseaux/metro/de-la-concorde,"0",STATION_M286,,"1",,,0.056338028169,"2",3.847475094469,"2"
"57","1000000000000056","68","(599706.7432701974, 5045782.313114633)","68",Station Montmorency,"10288",,"45.558436","-73.722459",,http://www.stm.info/fr/infos/reseaux/metro/montmorency,"0",STATION_M288,,"1",,,0.028169014085,"1",3.671572243101,"2"
"58","1000000000000057","44","(615412.6550873149, 5042323.955042575)","44",Station Longueuil–Université-de-Sherbrooke,"10454",,"45.524890","-73.522098",,http://www.stm.info/fr/infos/reseaux/metro/longueuil–universite-de-sherbrooke,"0",STATION_M454,,"2",,,0.028169014085,"1",1.8779342723,"1"
"59","1000000000000058","45","(614576.672164748, 5040923.780528582)","45",Station Jean-Drapeau,"10452",,"45.512429","-73.533127",,http://www.stm.info/fr/infos/reseaux/metro/jean-drapeau,"0",STATION_M452,,"2",,,0.056338028169,"2",2.816901408451,"1"
"61","1000000000000060","98","(607236.4960154113, 5037790.611875766)","9999495",Station Snowdon 5,"10236",,"45.485403","-73.627757",,http://www.stm.info/fr/infos/reseaux/metro/snowdon,"0",STATION_M236,,"2",,,0.028169014085,"1",2.582159624413,"1"
"62","1000000000000061","55","(607556.2883718411, 5039067.73213514)","55",Station Côte-des-Neiges,"10534",,"45.496846","-73.623386",,http://www.stm.info/fr/infos/reseaux/metro/cote-des-neiges,"0",STATION_M534,,"2",,,0.056338028169,"2",3.043259557344,"1"
"63","1000000000000062","56","(607988.491796765, 5039779.937841977)","56",Station Université-de-Montréal,"10536",,"45.503188","-73.617699",,http://www.stm.info/fr/infos/reseaux/metro/universite-de-montreal,"0",STATION_M536,,"2",,,0.056338028169,"2",3.550469483568,"2"
"64","1000000000000063","57","(608353.7617910105, 5040534.361550047)","57",Station Édouard-Montpetit,"10538",,"45.509920","-73.612858",,http://www.stm.info/fr/infos/reseaux/metro/edouard-montpetit,"0",STATION_M538,,"2",,,0.056338028169,"2",4.057679409792,"2"
"65","1000000000000064","58","(608168.2931539736, 5041692.467937358)","58",Station Outremont,"10540",,"45.520370","-73.614976",,http://www.stm.info/fr/infos/reseaux/metro/outremont,"0",STATION_M540,,"2",,,0.056338028169,"2",4.484803558191,"2"
"66","1000000000000065","59","(607515.6785823115, 5042024.412043307)","59",Station Acadie,"10542",,"45.523458","-73.623257",,http://www.stm.info/fr/infos/reseaux/metro/acadie,"0",STATION_M542,,"2",,,0.056338028169,"2",4.733959311424,"2"
"67","1000000000000066","60","(607401.2107706732, 5042769.130461541)","60",Station Parc,"10544",,"45.530177","-73.624559",,http://www.stm.info/fr/infos/reseaux/metro/parc,"0",STATION_M544,,"2",,,0.056338028169,"2",4.733959311424,"2"
"68","1000000000000067","61","(607757.0680845125, 5043359.781891012)","61",Station De Castelnau,"10546",,"45.535437","-73.619873",,http://www.stm.info/fr/infos/reseaux/metro/de-castelnau,"0",STATION_M546,,"2",,,0.056338028169,"2",4.484803558191,"2"
"70","1000000000000069","62","(608654.0017673074, 5044632.82368993)","62",Station Fabre,"10552",,"45.546753","-73.608106",,http://www.stm.info/fr/infos/reseaux/metro/fabre,"0",STATION_M552,,"2",,,0.056338028169,"2",3.550469483568,"2"
"71","1000000000000070","63","(609118.2960401011, 5045403.809509932)","63",Station D'Iberville,"10554",,"45.553618","-73.601988",,http://www.stm.info/fr/infos/reseaux/metro/d-iberville,"0",STATION_M554,,"2",,,0.056338028169,"2",3.043259557344,"1"
"72","1000000000000071","64","(609261.7893037662, 5046066.654104042)","64",Station Saint-Michel,"10556",,"45.559560","-73.600002",,http://www.stm.info/fr/infos/reseaux/metro/saint-michel,"0",STATION_M556,,"2",,,0.028169014085,"1",2.582159624413,"1"
