Id,Lat,Lon,Magnitud,Number of Stops,Number of Stations,List of Stations,List of Stops,Type,Category,Name,URL
52225,45.57744150024764,-73.57647900001373,2,2,0,[],"['52224', '52225']",Cluster,Small,Bélanger - Sagamo - 43e Avenue,"http://maps.google.com/maps?q=&layer=c&cbll=45.57744150024764,-73.57647900001373"
52280,45.579956000254874,-73.57454649997602,2,2,0,[],"['52279', '52280']",Cluster,Small,Bélanger - Châtelain,"http://maps.google.com/maps?q=&layer=c&cbll=45.579956000254874,-73.57454649997602"
52319,45.58173350025958,-73.57331199999831,2,2,0,[],"['52318', '52319']",Cluster,Small,Bélanger - de Pontoise,"http://maps.google.com/maps?q=&layer=c&cbll=45.58173350025958,-73.57331199999831"
55002,45.584351000267816,-73.57122750000761,2,2,0,[],"['55001', '55002']",Cluster,Small,Bélanger - Valdombre,"http://maps.google.com/maps?q=&layer=c&cbll=45.584351000267816,-73.57122750000761"
55005,45.587170500312766,-73.56903499997927,2,2,0,[],"['55006', '55005']",Cluster,Small,Bélanger - Dumesnil,"http://maps.google.com/maps?q=&layer=c&cbll=45.587170500312766,-73.56903499997927"
55008,45.5887465002857,-73.56817899989456,2,2,0,[],"['55007', '55008']",Cluster,Small,Bélanger - Daveluy,"http://maps.google.com/maps?q=&layer=c&cbll=45.5887465002857,-73.56817899989456"
52555,45.59329650028787,-73.56596899999522,2,2,0,[],"['52554', '52555']",Cluster,Small,Bélanger - Jean-Milot,"http://maps.google.com/maps?q=&layer=c&cbll=45.59329650028787,-73.56596899999522"
52584,45.594515500290946,-73.56516549999121,2,2,0,[],"['52583', '52584']",Cluster,Small,Bélanger - Étienne-Bouchard,"http://maps.google.com/maps?q=&layer=c&cbll=45.594515500290946,-73.56516549999121"
54697,45.59573950055073,-73.56459099987447,2,2,0,[],"['54376', '54697']",Cluster,Small,Bélanger - des Halles,"http://maps.google.com/maps?q=&layer=c&cbll=45.59573950055073,-73.56459099987447"
52230,45.53026800024879,-73.57707500003971,2,2,0,[],"['52232', '52230']",Cluster,Small,du Mont-Royal - De Lanaudière,"http://maps.google.com/maps?q=&layer=c&cbll=45.53026800024879,-73.57707500003971"
52274,45.531511500253515,-73.5759085000435,2,2,0,[],"['52273', '52274']",Cluster,Small,du Mont-Royal - Fabre,"http://maps.google.com/maps?q=&layer=c&cbll=45.531511500253515,-73.5759085000435"
52352,45.53407400026038,-73.57348100000975,2,2,0,[],"['52351', '52352']",Cluster,Small,du Mont-Royal - Chabot,"http://maps.google.com/maps?q=&layer=c&cbll=45.53407400026038,-73.57348100000975"
52418,45.53639700032421,-73.57127300038974,2,2,0,[],"['52417', '52418']",Cluster,Small,du Mont-Royal - Parthenais,"http://maps.google.com/maps?q=&layer=c&cbll=45.53639700032421,-73.57127300038974"
52468,45.5375010002786,-73.57021950007399,2,2,0,[],"['52453', '52468']",Cluster,Small,du Mont-Royal - Fullum,"http://maps.google.com/maps?q=&layer=c&cbll=45.5375010002786,-73.57021950007399"
60657,45.541461500348454,-73.56159649977221,2,2,0,[],"['60658', '60657']",Cluster,Small,Rachel - Molson,"http://maps.google.com/maps?q=&layer=c&cbll=45.541461500348454,-73.56159649977221"
52699,45.550375500309045,-73.5634245001038,2,2,0,[],"['52684', '52699']",Cluster,Small,du Mont-Royal - Moïse-Picard,"http://maps.google.com/maps?q=&layer=c&cbll=45.550375500309045,-73.5634245001038"
52738,45.55161000031543,-73.56215950011395,2,2,0,[],"['52734', '52738']",Cluster,Small,du Mont-Royal - De Chambly,"http://maps.google.com/maps?q=&layer=c&cbll=45.55161000031543,-73.56215950011395"
51256,45.54794400010232,-73.61767000001066,2,2,0,[],"['51255', '51256']",Cluster,Small,Villeray - Chambord,"http://maps.google.com/maps?q=&layer=c&cbll=45.54794400010232,-73.61767000001066"
54239,45.549348500174695,-73.6163450000622,2,2,0,[],"['54240', '54239']",Cluster,Small,Villeray - Garnier,"http://maps.google.com/maps?q=&layer=c&cbll=45.549348500174695,-73.6163450000622"
51329,45.55229000011894,-73.61319900003703,2,2,0,[],"['51328', '51329']",Cluster,Small,Villeray - Chabot,"http://maps.google.com/maps?q=&layer=c&cbll=45.55229000011894,-73.61319900003703"
51380,45.55472000024321,-73.61073350024964,2,2,0,[],"['51381', '51380']",Cluster,Small,Villeray - Sagard - Louis-Hémon,"http://maps.google.com/maps?q=&layer=c&cbll=45.55472000024321,-73.61073350024964"
51483,45.558903669616996,-73.60628433697123,3,3,0,[],"['53783', '51444', '51483']",Cluster,Small,Villeray - 6e Avenue - 2e Avenue - 8e Avenue,"http://maps.google.com/maps?q=&layer=c&cbll=45.558903669616996,-73.60628433697123"
51625,45.56245400020482,-73.60237400019986,2,2,0,[],"['53990', '51625']",Cluster,Small,François-Perrault - Michel-Ange - 13e Avenue,"http://maps.google.com/maps?q=&layer=c&cbll=45.56245400020482,-73.60237400019986"
51575,45.56375950036644,-73.60127750085938,2,2,0,[],"['51592', '51575']",Cluster,Small,François-Perrault - Shaughnessy - 14e Avenue,"http://maps.google.com/maps?q=&layer=c&cbll=45.56375950036644,-73.60127750085938"
51597,45.565809500163354,-73.59968700002213,2,2,0,[],"['51596', '51597']",Cluster,Small,Villeray - Léonard-De Vinci,"http://maps.google.com/maps?q=&layer=c&cbll=45.565809500163354,-73.59968700002213"
55989,45.472733999999996,-73.6948060004956,2,2,0,[],"['55538', '55989']",Cluster,Small,Hickmore - No 4500,"http://maps.google.com/maps?q=&layer=c&cbll=45.472733999999996,-73.6948060004956"
55540,45.47208449991017,-73.69612000004564,2,2,0,[],"['55539', '55540']",Cluster,Small,Montée de Liesse - Hickmore,"http://maps.google.com/maps?q=&layer=c&cbll=45.47208449991017,-73.69612000004564"
55881,45.47295799993042,-73.69741800002234,2,2,0,[],"['55858', '55881']",Cluster,Small,Montée de Liesse - No 110,"http://maps.google.com/maps?q=&layer=c&cbll=45.47295799993042,-73.69741800002234"
55514,45.474210500104526,-73.69928199970418,2,2,0,[],"['55515', '55514']",Cluster,Small,Montée de Liesse - Bourg,"http://maps.google.com/maps?q=&layer=c&cbll=45.474210500104526,-73.69928199970418"
55520,45.4812105004911,-73.69763099998217,2,2,0,[],"['55521', '55520']",Cluster,Small,Côte-de-Liesse Nord - McArthur - Côte-de-Liesse - Hickmore,"http://maps.google.com/maps?q=&layer=c&cbll=45.4812105004911,-73.69763099998217"
55842,45.48444050028182,-73.69332349949255,2,2,0,[],"['55860', '55842']",Cluster,Small,Passerelle Barr,"http://maps.google.com/maps?q=&layer=c&cbll=45.48444050028182,-73.69332349949255"
55844,45.486234000106585,-73.69088749950537,2,2,0,[],"['55779', '55844']",Cluster,Small,Côte-de-Liesse - No 6395 - No 6400,"http://maps.google.com/maps?q=&layer=c&cbll=45.486234000106585,-73.69088749950537"
55622,45.48955799993324,-73.68619199973877,2,2,0,[],"['55855', '55622']",Cluster,Small,Côte-de-Liesse - No 6015 - Dalton,"http://maps.google.com/maps?q=&layer=c&cbll=45.48955799993324,-73.68619199973877"
56110,45.491391999938486,-73.68147949971167,2,2,0,[],"['55655', '56110']",Cluster,Small,Passerelle Isabey-Darnley,"http://maps.google.com/maps?q=&layer=c&cbll=45.491391999938486,-73.68147949971167"
56143,45.51178850030957,-73.66035899884454,2,2,0,[],"['55764', '56143']",Cluster,Small,Côte-de-Liesse Nord - Laperrière - Côte-de-Liesse - Saint-Clare,"http://maps.google.com/maps?q=&layer=c&cbll=45.51178850030957,-73.66035899884454"
56144,45.514285500390486,-73.6587869992372,2,2,0,[],"['55767', '56144']",Cluster,Small,Côte-de-Liesse Nord - Houde - Côte-de-Liesse - Macneil,"http://maps.google.com/maps?q=&layer=c&cbll=45.514285500390486,-73.6587869992372"
56145,45.51630550015694,-73.65745049903548,2,2,0,[],"['55770', '56145']",Cluster,Small,Côte-de-Liesse - Montpellier - Sunset,"http://maps.google.com/maps?q=&layer=c&cbll=45.51630550015694,-73.65745049903548"
56115,45.52368800077422,-73.65279399937026,2,2,0,[],"['55772', '56115']",Cluster,Small,Côte-de-Liesse Nord - Lebeau - Côte-de-Liesse - Parc Fleming,"http://maps.google.com/maps?q=&layer=c&cbll=45.52368800077422,-73.65279399937026"
50561,45.53014500001264,-73.64776749996014,2,2,0,[],"['53828', '50561']",Cluster,Small,de l'Acadie - Crémazie,"http://maps.google.com/maps?q=&layer=c&cbll=45.53014500001264,-73.64776749996014"
55856,45.477713000321835,-73.70228699979549,2,2,0,[],"['55480', '55856']",Cluster,Small,Côte-de-Liesse - Montée de Liesse,"http://maps.google.com/maps?q=&layer=c&cbll=45.477713000321835,-73.70228699979549"
55479,45.478185999859306,-73.70480250000949,2,2,0,[],"['55908', '55479']",Cluster,Small,Montée de Liesse - Côte-de-liesse - Côte-de-Liesse,"http://maps.google.com/maps?q=&layer=c&cbll=45.478185999859306,-73.70480250000949"
55857,45.47594149986831,-73.70156600003553,2,2,0,[],"['55481', '55857']",Cluster,Small,Montée de Liesse - Côte-de-liesse - No 180,"http://maps.google.com/maps?q=&layer=c&cbll=45.47594149986831,-73.70156600003553"
52031,45.46851600028375,-73.58483250025502,2,2,0,[],"['52032', '52031']",Cluster,Small,Saint-Patrick - De La Vérendrye - Angers,"http://maps.google.com/maps?q=&layer=c&cbll=45.46851600028375,-73.58483250025502"
52082,45.46923800030694,-73.58357350036646,2,2,0,[],"['53943', '52082']",Cluster,Small,Saint-Patrick - No 3826 - De La Vérendrye,"http://maps.google.com/maps?q=&layer=c&cbll=45.46923800030694,-73.58357350036646"
52132,45.47025200036868,-73.5816430000535,2,2,0,[],"['52131', '52132']",Cluster,Small,Saint-Patrick - Pitt,"http://maps.google.com/maps?q=&layer=c&cbll=45.47025200036868,-73.5816430000535"
52155,45.471621500251196,-73.58001499995859,2,2,0,[],"['53942', '52155']",Cluster,Small,Saint-Patrick - No 3620,"http://maps.google.com/maps?q=&layer=c&cbll=45.471621500251196,-73.58001499995859"
52209,45.47278750027844,-73.57890349999693,2,2,0,[],"['53941', '52209']",Cluster,Small,Saint-Patrick - No 3550,"http://maps.google.com/maps?q=&layer=c&cbll=45.47278750027844,-73.57890349999693"
52272,45.473788000269984,-73.57801999997321,2,2,0,[],"['53940', '52272']",Cluster,Small,Saint-Patrick - No 3500,"http://maps.google.com/maps?q=&layer=c&cbll=45.473788000269984,-73.57801999997321"
52304,45.47503400025338,-73.57713549994276,2,2,0,[],"['53939', '52304']",Cluster,Small,Saint-Patrick - No 3400,"http://maps.google.com/maps?q=&layer=c&cbll=45.47503400025338,-73.57713549994276"
53734,45.47661550028488,-73.57587899993848,2,2,0,[],"['53735', '53734']",Cluster,Small,Saint-Patrick - Atwater,"http://maps.google.com/maps?q=&layer=c&cbll=45.47661550028488,-73.57587899993848"
50526,45.46131200005681,-73.65274250017272,2,2,0,[],"['50525', '50526']",Cluster,Small,West Broadway - Chester,"http://maps.google.com/maps?q=&layer=c&cbll=45.46131200005681,-73.65274250017272"
50674,45.459724500022865,-73.64460150004275,2,2,0,[],"['50673', '50674']",Cluster,Small,Somerled - Doherty,"http://maps.google.com/maps?q=&layer=c&cbll=45.459724500022865,-73.64460150004275"
50696,45.46191350002591,-73.64288600000661,2,2,0,[],"['50695', '50696']",Cluster,Small,Somerled - Coronation,"http://maps.google.com/maps?q=&layer=c&cbll=45.46191350002591,-73.64288600000661"
50730,45.46327300003477,-73.64183050008363,2,2,0,[],"['50729', '50730']",Cluster,Small,Somerled - Mariette,"http://maps.google.com/maps?q=&layer=c&cbll=45.46327300003477,-73.64183050008363"
50750,45.46464550003233,-73.64076599998545,2,2,0,[],"['50749', '50750']",Cluster,Small,Somerled - King-Edward,"http://maps.google.com/maps?q=&layer=c&cbll=45.46464550003233,-73.64076599998545"
50784,45.46609850003594,-73.6396585000045,2,2,0,[],"['50783', '50784']",Cluster,Small,Somerled - Walkley,"http://maps.google.com/maps?q=&layer=c&cbll=45.46609850003594,-73.6396585000045"
50845,45.46905500004335,-73.63728649998336,2,2,0,[],"['50844', '50845']",Cluster,Small,Somerled - Borden,"http://maps.google.com/maps?q=&layer=c&cbll=45.46905500004335,-73.63728649998336"
50882,45.47048250004818,-73.63569549997794,2,2,0,[],"['50881', '50882']",Cluster,Small,Somerled - Madison,"http://maps.google.com/maps?q=&layer=c&cbll=45.47048250004818,-73.63569549997794"
50944,45.473494500463595,-73.63315850124769,2,2,0,[],"['50928', '50944']",Cluster,Small,Somerled - Hingston - Hampton,"http://maps.google.com/maps?q=&layer=c&cbll=45.473494500463595,-73.63315850124769"
50967,45.475370500078604,-73.63147250017272,2,2,0,[],"['50968', '50967']",Cluster,Small,Somerled - Draper,"http://maps.google.com/maps?q=&layer=c&cbll=45.475370500078604,-73.63147250017272"
50998,45.476632000064136,-73.63033700001422,2,2,0,[],"['50997', '50998']",Cluster,Small,Somerled - Wilson,"http://maps.google.com/maps?q=&layer=c&cbll=45.476632000064136,-73.63033700001422"
56388,45.4589139999669,-73.66295100000383,1,1,0,[],['56388'],Cluster,Small,Côte-Saint-Luc - Hudson,"http://maps.google.com/maps?q=&layer=c&cbll=45.4589139999669,-73.66295100000383"
56396,45.46046600015693,-73.65986350000665,2,2,0,[],"['56395', '56396']",Cluster,Small,Côte-Saint-Luc - Sunnybrooke,"http://maps.google.com/maps?q=&layer=c&cbll=45.46046600015693,-73.65986350000665"
56399,45.461497000338,-73.65810750025244,2,2,0,[],"['56398', '56399']",Cluster,Small,Côte-Saint-Luc - Ashdale - Robert-Burns,"http://maps.google.com/maps?q=&layer=c&cbll=45.461497000338,-73.65810750025244"
56410,45.468034000291674,-73.65143400114212,2,2,0,[],"['56409', '56410']",Cluster,Small,Côte-Saint-Luc - Rosedale,"http://maps.google.com/maps?q=&layer=c&cbll=45.468034000291674,-73.65143400114212"
50963,45.47054350020715,-73.63176300001281,2,2,0,[],"['50962', '50963']",Cluster,Small,Grand Boulevard - de Terrebonne,"http://maps.google.com/maps?q=&layer=c&cbll=45.47054350020715,-73.63176300001281"
51061,45.47044650007553,-73.62750350004599,2,2,0,[],"['51060', '51061']",Cluster,Small,de Monkland - Hingston,"http://maps.google.com/maps?q=&layer=c&cbll=45.47044650007553,-73.62750350004599"
51092,45.47187750009551,-73.62620100018076,2,2,0,[],"['51091', '51092']",Cluster,Small,de Monkland - Royal,"http://maps.google.com/maps?q=&layer=c&cbll=45.47187750009551,-73.62620100018076"
51122,45.47327600008545,-73.62492400006488,2,2,0,[],"['51121', '51122']",Cluster,Small,de Monkland - de Melrose,"http://maps.google.com/maps?q=&layer=c&cbll=45.47327600008545,-73.62492400006488"
51154,45.47449900008661,-73.62380550003789,2,2,0,[],"['51153', '51154']",Cluster,Small,de Monkland - Harvard,"http://maps.google.com/maps?q=&layer=c&cbll=45.47449900008661,-73.62380550003789"
51171,45.475671000092426,-73.6227475000666,2,2,0,[],"['51170', '51171']",Cluster,Small,de Monkland - Marcil,"http://maps.google.com/maps?q=&layer=c&cbll=45.475671000092426,-73.6227475000666"
56378,45.45861850001433,-73.66403950017356,2,2,0,[],"['56379', '56378']",Cluster,Small,Côte-Saint-Luc - Wolseley,"http://maps.google.com/maps?q=&layer=c&cbll=45.45861850001433,-73.66403950017356"
56341,45.47151000011101,-73.66978699964392,2,2,0,[],"['56342', '56341']",Cluster,Small,Mackle - Caldwell,"http://maps.google.com/maps?q=&layer=c&cbll=45.47151000011101,-73.66978699964392"
56346,45.473387000017404,-73.66849350053776,2,2,0,[],"['56349', '56346']",Cluster,Small,Parc Pierre-Elliott-Trudeau - Mackle - Shalom,"http://maps.google.com/maps?q=&layer=c&cbll=45.473387000017404,-73.66849350053776"
56351,45.47650349996052,-73.66766599992295,2,2,0,[],"['56350', '56351']",Cluster,Small,Mackle - Centennial,"http://maps.google.com/maps?q=&layer=c&cbll=45.47650349996052,-73.66766599992295"
56419,45.47695700018193,-73.66367500015242,2,2,0,[],"['56427', '56419']",Cluster,Small,Cavendish - L'Avenue,"http://maps.google.com/maps?q=&layer=c&cbll=45.47695700018193,-73.66367500015242"
56402,45.474414500472214,-73.65402650018243,2,2,0,[],"['56401', '56402']",Cluster,Small,Cavendish - Fleet,"http://maps.google.com/maps?q=&layer=c&cbll=45.474414500472214,-73.65402650018243"
56412,45.472858000156094,-73.6503805001185,2,2,0,[],"['56411', '56412']",Cluster,Small,Cavendish - Merton,"http://maps.google.com/maps?q=&layer=c&cbll=45.472858000156094,-73.6503805001185"
50890,45.46674000019763,-73.63523750004086,2,2,0,[],"['50889', '50890']",Cluster,Small,Cavendish - de Terrebonne,"http://maps.google.com/maps?q=&layer=c&cbll=45.46674000019763,-73.63523750004086"
51111,45.46274450007666,-73.62677300002643,2,2,0,[],"['51112', '51111']",Cluster,Small,Cavendish - No 2525 - de Maisonneuve,"http://maps.google.com/maps?q=&layer=c&cbll=45.46274450007666,-73.62677300002643"
50831,45.4577000000525,-73.63898700015133,2,2,0,[],"['53806', '50831']",Cluster,Small,Université Concordia - Campus Loyola,"http://maps.google.com/maps?q=&layer=c&cbll=45.4577000000525,-73.63898700015133"
50900,45.460490500126774,-73.63508400036181,2,2,0,[],"['50899', '50900']",Cluster,Small,Sherbrooke - Mariette,"http://maps.google.com/maps?q=&layer=c&cbll=45.460490500126774,-73.63508400036181"
50946,45.46164450005832,-73.63290100003715,2,2,0,[],"['50945', '50946']",Cluster,Small,Sherbrooke - King-Edward,"http://maps.google.com/maps?q=&layer=c&cbll=45.46164450005832,-73.63290100003715"
50992,45.46269600006371,-73.63090650002808,2,2,0,[],"['50991', '50992']",Cluster,Small,Sherbrooke - Walkley,"http://maps.google.com/maps?q=&layer=c&cbll=45.46269600006371,-73.63090650002808"
51078,45.46488600008408,-73.62674600008181,2,2,0,[],"['51077', '51078']",Cluster,Small,Sherbrooke - Benny,"http://maps.google.com/maps?q=&layer=c&cbll=45.46488600008408,-73.62674600008181"
51135,45.46583850014632,-73.62492499995287,2,2,0,[],"['51134', '51135']",Cluster,Small,Sherbrooke - Madison,"http://maps.google.com/maps?q=&layer=c&cbll=45.46583850014632,-73.62492499995287"
51163,45.46666700011802,-73.62334900019155,2,2,0,[],"['51162', '51163']",Cluster,Small,Sherbrooke - Grand Boulevard,"http://maps.google.com/maps?q=&layer=c&cbll=45.46666700011802,-73.62334900019155"
51212,45.46768800009343,-73.62139400002117,2,2,0,[],"['51211', '51212']",Cluster,Small,Sherbrooke - Hingston,"http://maps.google.com/maps?q=&layer=c&cbll=45.46768800009343,-73.62139400002117"
51314,45.470303000126975,-73.61631200012931,2,2,0,[],"['51313', '51314']",Cluster,Small,Sherbrooke - Wilson,"http://maps.google.com/maps?q=&layer=c&cbll=45.470303000126975,-73.61631200012931"
51345,45.47118000014585,-73.61460900019007,2,2,0,[],"['51344', '51345']",Cluster,Small,Sherbrooke - Oxford,"http://maps.google.com/maps?q=&layer=c&cbll=45.47118000014585,-73.61460900019007"
56772,45.42471550008156,-73.64994850019826,2,2,0,[],"['56770', '56772']",Cluster,Small,Lafleur - Brosseau - Airlie,"http://maps.google.com/maps?q=&layer=c&cbll=45.42471550008156,-73.64994850019826"
56780,45.42196700020876,-73.64786149995695,2,2,0,[],"['56779', '56780']",Cluster,Small,Centrale - Orchard,"http://maps.google.com/maps?q=&layer=c&cbll=45.42196700020876,-73.64786149995695"
57074,45.420982000070424,-73.64738950008396,2,2,0,[],"['56785', '57074']",Cluster,Small,Centrale - Eastman - No 9504,"http://maps.google.com/maps?q=&layer=c&cbll=45.420982000070424,-73.64738950008396"
57051,45.419455500019424,-73.6457880000235,2,2,0,[],"['57052', '57051']",Cluster,Small,Centrale - No 9389,"http://maps.google.com/maps?q=&layer=c&cbll=45.419455500019424,-73.6457880000235"
56793,45.41883950003794,-73.64399499991963,2,2,0,[],"['56794', '56793']",Cluster,Small,Centrale - 90e Avenue,"http://maps.google.com/maps?q=&layer=c&cbll=45.41883950003794,-73.64399499991963"
