Id,Lat,Lon,Magnitud,Number of Stops,Number of Stations,List of Stations,List of Stops,Type,Category,Name,URL
54626,45.596706000334244,-73.55504499993678,2,2,0,[],"['54625', '54626']",Cluster,Small,Beaubien - des Roseraies,"http://maps.google.com/maps?q=&layer=c&cbll=45.596706000334244,-73.55504499993678"
54638,45.597824000461074,-73.5532874996219,2,2,0,[],"['54633', '54638']",Cluster,Small,du Val d'Anjou - Beaubien - de la Nantaise,"http://maps.google.com/maps?q=&layer=c&cbll=45.597824000461074,-73.5532874996219"
54693,45.59694950043083,-73.55103499997843,2,2,0,[],"['54694', '54693']",Cluster,Small,Val d'Anjou - Place Val d'Anjou,"http://maps.google.com/maps?q=&layer=c&cbll=45.59694950043083,-73.55103499997843"
53242,45.59509300067011,-73.53587600045341,2,2,0,[],"['53241', '53242']",Cluster,Small,Sherbrooke - Lepailleur,"http://maps.google.com/maps?q=&layer=c&cbll=45.59509300067011,-73.53587600045341"
51550,45.53616850017176,-73.60297949990817,2,2,0,[],"['51549', '51550']",Cluster,Small,Saint-Hubert - Beaubien,"http://maps.google.com/maps?q=&layer=c&cbll=45.53616850017176,-73.60297949990817"
54349,45.539502499999756,-73.65399049987523,2,2,0,[],"['54348', '54349']",Cluster,Small,Chabanel - Jeanne-Mance,"http://maps.google.com/maps?q=&layer=c&cbll=45.539502499999756,-73.65399049987523"
54353,45.542021999983575,-73.656317999994,2,2,0,[],"['54347', '54353']",Cluster,Small,de l'Esplanade - No 9449 - de Louvain,"http://maps.google.com/maps?q=&layer=c&cbll=45.542021999983575,-73.656317999994"
50620,45.542659000184244,-73.64483450018218,2,2,0,[],"['50619', '50620']",Cluster,Small,Saint-Laurent - De Beauharnois,"http://maps.google.com/maps?q=&layer=c&cbll=45.542659000184244,-73.64483450018218"
50361,45.53201749999994,-73.66206399982104,2,2,0,[],"['50362', '50361']",Cluster,Small,de Louvain - Charles-De La Tour,"http://maps.google.com/maps?q=&layer=c&cbll=45.53201749999994,-73.66206399982104"
53139,45.57176650037798,-73.5443644999558,2,2,0,[],"['53138', '53139']",Cluster,Small,de Marseille - Dickson,"http://maps.google.com/maps?q=&layer=c&cbll=45.57176650037798,-73.5443644999558"
53183,45.57096450055497,-73.54135499999055,2,2,0,[],"['53182', '53183']",Cluster,Small,Dickson - Pierre-De Coubertin,"http://maps.google.com/maps?q=&layer=c&cbll=45.57096450055497,-73.54135499999055"
53249,45.56944400058488,-73.53690850019422,2,2,0,[],"['53250', '53249']",Cluster,Small,Dickson - de Toulouse,"http://maps.google.com/maps?q=&layer=c&cbll=45.56944400058488,-73.53690850019422"
54193,45.56759700042873,-73.53235299998241,2,2,0,[],"['54192', '54193']",Cluster,Small,Dickson - Souligny,"http://maps.google.com/maps?q=&layer=c&cbll=45.56759700042873,-73.53235299998241"
53874,45.56640400099199,-73.52795850000264,2,2,0,[],"['53873', '53874']",Cluster,Small,Dickson - No 1505,"http://maps.google.com/maps?q=&layer=c&cbll=45.56640400099199,-73.52795850000264"
53366,45.565397500510386,-73.52341749984548,2,2,0,[],"['53367', '53366']",Cluster,Small,Notre-Dame - Dickson,"http://maps.google.com/maps?q=&layer=c&cbll=45.565397500510386,-73.52341749984548"
53384,45.570485500483315,-73.52091649993001,2,2,0,[],"['53383', '53384']",Cluster,Small,Notre-Dame - Clarence-Gagnon,"http://maps.google.com/maps?q=&layer=c&cbll=45.570485500483315,-73.52091649993001"
53922,45.571907000492956,-73.5197785000996,2,2,0,[],"['53396', '53922']",Cluster,Small,Notre-Dame - No 6265,"http://maps.google.com/maps?q=&layer=c&cbll=45.571907000492956,-73.5197785000996"
53410,45.573384000502394,-73.5184940001374,2,2,0,[],"['53923', '53410']",Cluster,Small,Notre-Dame - No 6380,"http://maps.google.com/maps?q=&layer=c&cbll=45.573384000502394,-73.5184940001374"
53925,45.574230000636284,-73.51772350006623,2,2,0,[],"['53419', '53925']",Cluster,Small,Notre-Dame - No 6565,"http://maps.google.com/maps?q=&layer=c&cbll=45.574230000636284,-73.51772350006623"
53924,45.575804500504965,-73.51637250005047,2,2,0,[],"['53430', '53924']",Cluster,Small,Notre-Dame - Garnison Montréal,"http://maps.google.com/maps?q=&layer=c&cbll=45.575804500504965,-73.51637250005047"
53433,45.57736850051025,-73.51500400003192,2,2,0,[],"['53431', '53433']",Cluster,Small,Notre-Dame - Haig,"http://maps.google.com/maps?q=&layer=c&cbll=45.57736850051025,-73.51500400003192"
53440,45.57907850051674,-73.51351149994073,2,2,0,[],"['53439', '53440']",Cluster,Small,Notre-Dame - Beauclerk,"http://maps.google.com/maps?q=&layer=c&cbll=45.57907850051674,-73.51351149994073"
61550,45.58113850111182,-73.51224799964376,2,2,0,[],"['53473', '61550']",Cluster,Small,Notre-Dame - des Futailles,"http://maps.google.com/maps?q=&layer=c&cbll=45.58113850111182,-73.51224799964376"
54339,45.58549350047613,-73.52159699999534,2,2,0,[],"['54340', '54339']",Cluster,Small,Tellier - des Futailles,"http://maps.google.com/maps?q=&layer=c&cbll=45.58549350047613,-73.52159699999534"
54310,45.585320000528846,-73.5111054999836,2,2,0,[],"['54365', '54310']",Cluster,Small,De Boucherville - Hector-Barsalou,"http://maps.google.com/maps?q=&layer=c&cbll=45.585320000528846,-73.5111054999836"
53488,45.59059350053838,-73.50966000007692,2,2,0,[],"['53489', '53488']",Cluster,Small,Notre-Dame - Georges-Bizet,"http://maps.google.com/maps?q=&layer=c&cbll=45.59059350053838,-73.50966000007692"
53472,45.594836000633144,-73.51139299959023,2,2,0,[],"['53471', '53472']",Cluster,Small,Notre-Dame - Saint-Donat,"http://maps.google.com/maps?q=&layer=c&cbll=45.594836000633144,-73.51139299959023"
53463,45.59667950062767,-73.51188299948657,2,2,0,[],"['53462', '53463']",Cluster,Small,Notre-Dame - Lebrun,"http://maps.google.com/maps?q=&layer=c&cbll=45.59667950062767,-73.51188299948657"
53444,45.60110050058665,-73.51257549981996,2,2,0,[],"['53443', '53444']",Cluster,Small,Notre-Dame - Joffre,"http://maps.google.com/maps?q=&layer=c&cbll=45.60110050058665,-73.51257549981996"
53442,45.60265800057365,-73.51265099967769,2,2,0,[],"['53441', '53442']",Cluster,Small,Notre-Dame - Pierre-Bernard,"http://maps.google.com/maps?q=&layer=c&cbll=45.60265800057365,-73.51265099967769"
53446,45.6051390005592,-73.51240799975987,2,2,0,[],"['53445', '53446']",Cluster,Small,Notre-Dame - Taillon,"http://maps.google.com/maps?q=&layer=c&cbll=45.6051390005592,-73.51240799975987"
53460,45.60728250054644,-73.51183549981563,2,2,0,[],"['53459', '53460']",Cluster,Small,Notre-Dame - Meese,"http://maps.google.com/maps?q=&layer=c&cbll=45.60728250054644,-73.51183549981563"
53468,45.60983400061545,-73.51098249984771,2,2,0,[],"['60436', '53468']",Cluster,Small,Hector - Notre-Dame,"http://maps.google.com/maps?q=&layer=c&cbll=45.60983400061545,-73.51098249984771"
51327,45.47708800026825,-73.6153065004003,2,2,0,[],"['51325', '51327']",Cluster,Small,Décarie - Notre-Dame-de-Grâce,"http://maps.google.com/maps?q=&layer=c&cbll=45.47708800026825,-73.6153065004003"
51496,45.475862000141134,-73.6070380000103,2,2,0,[],"['51495', '51496']",Cluster,Small,Sherbrooke - de Vendôme,"http://maps.google.com/maps?q=&layer=c&cbll=45.475862000141134,-73.6070380000103"
56263,45.48115800035662,-73.60091600022193,2,2,0,[],"['56262', '56263']",Cluster,Small,Sherbrooke - Lansdowne - Arlington,"http://maps.google.com/maps?q=&layer=c&cbll=45.48115800035662,-73.60091600022193"
56267,45.48223000016733,-73.59969100003326,2,2,0,[],"['56266', '56267']",Cluster,Small,Sherbrooke - Strathcona,"http://maps.google.com/maps?q=&layer=c&cbll=45.48223000016733,-73.59969100003326"
56274,45.48408350017968,-73.59755950008751,2,2,0,[],"['56273', '56274']",Cluster,Small,Sherbrooke - Metcalfe,"http://maps.google.com/maps?q=&layer=c&cbll=45.48408350017968,-73.59755950008751"
56278,45.4854715001859,-73.59596400009391,2,2,0,[],"['56277', '56278']",Cluster,Small,Sherbrooke - Redfern,"http://maps.google.com/maps?q=&layer=c&cbll=45.4854715001859,-73.59596400009391"
56286,45.48787650019925,-73.59187200008293,2,2,0,[],"['56285', '56286']",Cluster,Small,Sherbrooke - Mount-Pleasant - Greene,"http://maps.google.com/maps?q=&layer=c&cbll=45.48787650019925,-73.59187200008293"
56290,45.48908500019942,-73.59033499999248,2,2,0,[],"['56289', '56290']",Cluster,Small,Sherbrooke - Wood,"http://maps.google.com/maps?q=&layer=c&cbll=45.48908500019942,-73.59033499999248"
52009,45.4927545002341,-73.58574650015203,2,2,0,[],"['52008', '52009']",Cluster,Small,Sherbrooke - Chomedey,"http://maps.google.com/maps?q=&layer=c&cbll=45.4927545002341,-73.58574650015203"
52066,45.4946050002256,-73.583470000025,2,2,0,[],"['52065', '52066']",Cluster,Small,Sherbrooke - Saint-Marc,"http://maps.google.com/maps?q=&layer=c&cbll=45.4946050002256,-73.583470000025"
52167,45.49812750030881,-73.58019350001946,2,2,0,[],"['52166', '52167']",Cluster,Small,Sherbrooke - Redpath - Bishop,"http://maps.google.com/maps?q=&layer=c&cbll=45.49812750030881,-73.58019350001946"
52204,45.49966250024256,-73.57870850000812,2,2,0,[],"['52203', '52204']",Cluster,Small,Sherbrooke - de la Montagne,"http://maps.google.com/maps?q=&layer=c&cbll=45.49966250024256,-73.57870850000812"
52335,45.50342350049885,-73.57500650038769,2,2,0,[],"['52314', '52335']",Cluster,Small,Sherbrooke - Mansfield - Université McGill,"http://maps.google.com/maps?q=&layer=c&cbll=45.50342350049885,-73.57500650038769"
52369,45.504969500262014,-73.57348400000069,2,2,0,[],"['52368', '52369']",Cluster,Small,Sherbrooke - University - Robert-Bourassa,"http://maps.google.com/maps?q=&layer=c&cbll=45.504969500262014,-73.57348400000069"
52409,45.5059895003613,-73.57272150000858,2,2,0,[],"['59314', '52409']",Cluster,Small,Sherbrooke - Aylmer,"http://maps.google.com/maps?q=&layer=c&cbll=45.5059895003613,-73.57272150000858"
52543,45.51456000028598,-73.56851349988939,2,2,0,[],"['52542', '52543']",Cluster,Small,Sherbrooke - de l'Hôtel-de-Ville,"http://maps.google.com/maps?q=&layer=c&cbll=45.51456000028598,-73.56851349988939"
52570,45.51692700028793,-73.5674514999643,2,2,0,[],"['52569', '52570']",Cluster,Small,Sherbrooke - Saint-Denis,"http://maps.google.com/maps?q=&layer=c&cbll=45.51692700028793,-73.5674514999643"
52653,45.52533150031303,-73.5647634998016,2,2,0,[],"['52652', '52653']",Cluster,Small,Sherbrooke - Plessis,"http://maps.google.com/maps?q=&layer=c&cbll=45.52533150031303,-73.5647634998016"
52683,45.528109500564554,-73.5639595005517,2,2,0,[],"['52682', '52683']",Cluster,Small,Papineau - Sherbrooke,"http://maps.google.com/maps?q=&layer=c&cbll=45.528109500564554,-73.5639595005517"
52701,45.529374500315186,-73.56347299979156,2,2,0,[],"['52700', '52701']",Cluster,Small,Sherbrooke - Dorion,"http://maps.google.com/maps?q=&layer=c&cbll=45.529374500315186,-73.56347299979156"
52742,45.53367400031787,-73.56210249980201,2,2,0,[],"['52741', '52742']",Cluster,Small,Sherbrooke - Fullum,"http://maps.google.com/maps?q=&layer=c&cbll=45.53367400031787,-73.56210249980201"
52768,45.54508900031427,-73.56079050006986,2,2,0,[],"['52769', '52768']",Cluster,Small,Rachel - Dézéry - Midway,"http://maps.google.com/maps?q=&layer=c&cbll=45.54508900031427,-73.56079050006986"
60630,45.54326850036516,-73.56421850014613,2,2,0,[],"['61617', '60630']",Cluster,Small,William-Tremblay - André-Laurendeau,"http://maps.google.com/maps?q=&layer=c&cbll=45.54326850036516,-73.56421850014613"
60631,45.541628500692624,-73.56553400060872,2,2,0,[],"['61122', '60631']",Cluster,Small,Molson - William-Tremblay,"http://maps.google.com/maps?q=&layer=c&cbll=45.541628500692624,-73.56553400060872"
61095,45.54190150028347,-73.5691560000396,2,2,0,[],"['61098', '61095']",Cluster,Small,Molson - No 4801 - No 4803,"http://maps.google.com/maps?q=&layer=c&cbll=45.54190150028347,-73.5691560000396"
52098,45.54423800035387,-73.58099200000021,2,2,0,[],"['52099', '52098']",Cluster,Small,D'Iberville - Dandurand,"http://maps.google.com/maps?q=&layer=c&cbll=45.54423800035387,-73.58099200000021"
52037,45.54517900035978,-73.58320849998783,2,2,0,[],"['52038', '52037']",Cluster,Small,D'Iberville - Holt,"http://maps.google.com/maps?q=&layer=c&cbll=45.54517900035978,-73.58320849998783"
51902,45.545116000208175,-73.58744750001541,2,2,0,[],"['51903', '51902']",Cluster,Small,Rosemont - des Écores,"http://maps.google.com/maps?q=&layer=c&cbll=45.545116000208175,-73.58744750001541"
51843,45.54181850019941,-73.59031800004463,2,2,0,[],"['51844', '51843']",Cluster,Small,Rosemont - Chabot,"http://maps.google.com/maps?q=&layer=c&cbll=45.54181850019941,-73.59031800004463"
51787,45.538583500217605,-73.59237999966362,2,2,0,[],"['51788', '51787']",Cluster,Small,Rosemont - Garnier,"http://maps.google.com/maps?q=&layer=c&cbll=45.538583500217605,-73.59237999966362"
51754,45.53624100018535,-73.59377300001346,2,2,0,[],"['51755', '51754']",Cluster,Small,Rosemont - De Normanville,"http://maps.google.com/maps?q=&layer=c&cbll=45.53624100018535,-73.59377300001346"
52214,45.54416000030786,-73.57719100037366,2,2,0,[],"['61698', '52214']",Cluster,Small,Masson - Molson,"http://maps.google.com/maps?q=&layer=c&cbll=45.54416000030786,-73.57719100037366"
53279,45.59883700042795,-73.53363449987707,2,2,0,[],"['53278', '53279']",Cluster,Small,Sherbrooke - Liébert,"http://maps.google.com/maps?q=&layer=c&cbll=45.59883700042795,-73.53363449987707"
53302,45.60322500045288,-73.531011999803,2,2,0,[],"['53301', '53302']",Cluster,Small,Sherbrooke - Baldwin,"http://maps.google.com/maps?q=&layer=c&cbll=45.60322500045288,-73.531011999803"
53338,45.603944000579055,-73.52808350001591,2,2,0,[],"['53337', '53338']",Cluster,Small,Des Ormeaux - De Teck,"http://maps.google.com/maps?q=&layer=c&cbll=45.603944000579055,-73.52808350001591"
53352,45.60333700057872,-73.52601900002082,2,2,0,[],"['53351', '53352']",Cluster,Small,Des Ormeaux - de Marseille,"http://maps.google.com/maps?q=&layer=c&cbll=45.60333700057872,-73.52601900002082"
53363,45.60273100061099,-73.52396500000988,2,2,0,[],"['53362', '53363']",Cluster,Small,Des Ormeaux - Sainte-Claire,"http://maps.google.com/maps?q=&layer=c&cbll=45.60273100061099,-73.52396500000988"
53373,45.6021255006141,-73.52190700001087,2,2,0,[],"['53372', '53373']",Cluster,Small,Des Ormeaux - Pierre-De Coubertin,"http://maps.google.com/maps?q=&layer=c&cbll=45.6021255006141,-73.52190700001087"
53395,45.60280600048957,-73.51904049994391,2,2,0,[],"['53394', '53395']",Cluster,Small,Hochelaga - Joffre,"http://maps.google.com/maps?q=&layer=c&cbll=45.60280600048957,-73.51904049994391"
53401,45.604193500500614,-73.51819649987797,2,2,0,[],"['53400', '53401']",Cluster,Small,Hochelaga - Pierre-Bernard,"http://maps.google.com/maps?q=&layer=c&cbll=45.604193500500614,-73.51819649987797"
53409,45.60638450051131,-73.51707999983812,2,2,0,[],"['53408', '53409']",Cluster,Small,Hochelaga - Taillon,"http://maps.google.com/maps?q=&layer=c&cbll=45.60638450051131,-73.51707999983812"
53414,45.607867000525886,-73.51639799984366,2,2,0,[],"['53413', '53414']",Cluster,Small,Hochelaga - Aubry,"http://maps.google.com/maps?q=&layer=c&cbll=45.607867000525886,-73.51639799984366"
53416,45.608993000520364,-73.5158589998473,2,2,0,[],"['53415', '53416']",Cluster,Small,Hochelaga - Fletcher,"http://maps.google.com/maps?q=&layer=c&cbll=45.608993000520364,-73.5158589998473"
53423,45.610623500521385,-73.51507299984713,2,2,0,[],"['53422', '53423']",Cluster,Small,Hochelaga - Hector,"http://maps.google.com/maps?q=&layer=c&cbll=45.610623500521385,-73.51507299984713"
54482,45.612842000645806,-73.51858800006693,2,2,0,[],"['54483', '54482']",Cluster,Small,Georges-V - Sainte-Claire,"http://maps.google.com/maps?q=&layer=c&cbll=45.612842000645806,-73.51858800006693"
53349,45.61249050048448,-73.52574349978723,2,2,0,[],"['53350', '53349']",Cluster,Small,Sherbrooke - Hector,"http://maps.google.com/maps?q=&layer=c&cbll=45.61249050048448,-73.52574349978723"
61216,45.61195300049103,-73.5266315000705,2,2,0,[],"['61228', '61216']",Cluster,Small,De Contrecoeur - Sherbrooke,"http://maps.google.com/maps?q=&layer=c&cbll=45.61195300049103,-73.5266315000705"
61762,45.6124645006163,-73.52924100009218,2,2,0,[],"['61761', '61762']",Cluster,Small,De Contrecoeur - Marie-Ange-Bouchard,"http://maps.google.com/maps?q=&layer=c&cbll=45.6124645006163,-73.52924100009218"
61218,45.61375700052731,-73.53618850008559,2,2,0,[],"['61225', '61218']",Cluster,Small,De Contrecoeur - Rousseau,"http://maps.google.com/maps?q=&layer=c&cbll=45.61375700052731,-73.53618850008559"
61221,45.61329950046505,-73.53760400014089,2,2,0,[],"['61224', '61221']",Cluster,Small,Claude-Masson - Anne-Courtemanche,"http://maps.google.com/maps?q=&layer=c&cbll=45.61329950046505,-73.53760400014089"
52041,45.531010500224646,-73.58345949994792,2,2,0,[],"['52040', '52041']",Cluster,Small,Saint-Joseph - De La Roche,"http://maps.google.com/maps?q=&layer=c&cbll=45.531010500224646,-73.58345949994792"
52081,45.53258150022948,-73.58199399996803,2,2,0,[],"['52080', '52081']",Cluster,Small,Saint-Joseph - De Lanaudière,"http://maps.google.com/maps?q=&layer=c&cbll=45.53258150022948,-73.58199399996803"
52112,45.533820000238606,-73.58081249990516,2,2,0,[],"['52111', '52112']",Cluster,Small,Saint-Joseph - Fabre,"http://maps.google.com/maps?q=&layer=c&cbll=45.533820000238606,-73.58081249990516"
52180,45.53636900024473,-73.57842199992871,2,2,0,[],"['52179', '52180']",Cluster,Small,Saint-Joseph - Chabot,"http://maps.google.com/maps?q=&layer=c&cbll=45.53636900024473,-73.57842199992871"
52257,45.538434500395056,-73.57643200005008,2,2,0,[],"['52258', '52257']",Cluster,Small,Saint-Joseph - Parthenais,"http://maps.google.com/maps?q=&layer=c&cbll=45.538434500395056,-73.57643200005008"
52295,45.53950150057771,-73.5753640004819,2,2,0,[],"['54266', '52295']",Cluster,Small,Saint-Joseph - Messier - Fullum,"http://maps.google.com/maps?q=&layer=c&cbll=45.53950150057771,-73.5753640004819"
52421,45.544942500290226,-73.57104899984864,2,2,0,[],"['52420', '52421']",Cluster,Small,Saint-Joseph - 3e Avenue,"http://maps.google.com/maps?q=&layer=c&cbll=45.544942500290226,-73.57104899984864"
52449,45.546625000293545,-73.57002499984762,2,2,0,[],"['52448', '52449']",Cluster,Small,Saint-Joseph - 6e Avenue,"http://maps.google.com/maps?q=&layer=c&cbll=45.546625000293545,-73.57002499984762"
52481,45.548302000285396,-73.56899749987221,2,2,0,[],"['52480', '52481']",Cluster,Small,Saint-Joseph - 9e Avenue - Henri-Valade,"http://maps.google.com/maps?q=&layer=c&cbll=45.548302000285396,-73.56899749987221"
52568,45.551057000409216,-73.56728650005903,2,2,0,[],"['54099', '52568']",Cluster,Small,Saint-Joseph - 13e Avenue - No 3444,"http://maps.google.com/maps?q=&layer=c&cbll=45.551057000409216,-73.56728650005903"
50106,45.55231000029126,-73.5660815000446,2,2,0,[],"['53749', '50106']",Cluster,Small,Saint-Joseph - No 3600 - No 3500,"http://maps.google.com/maps?q=&layer=c&cbll=45.55231000029126,-73.5660815000446"
53453,45.58962050067546,-73.51268349993963,2,2,0,[],"['53454', '53453']",Cluster,Small,Honoré-Beaugrand - La Fontaine,"http://maps.google.com/maps?q=&layer=c&cbll=45.58962050067546,-73.51268349993963"
53417,45.59080700061373,-73.51652199997254,2,2,0,[],"['53418', '53417']",Cluster,Small,Honoré-Beaugrand - Ontario,"http://maps.google.com/maps?q=&layer=c&cbll=45.59080700061373,-73.51652199997254"
53397,45.59159000063179,-73.51905699995417,2,2,0,[],"['53398', '53397']",Cluster,Small,Honoré-Beaugrand - Tellier,"http://maps.google.com/maps?q=&layer=c&cbll=45.59159000063179,-73.51905699995417"
53346,45.59393700057276,-73.52670799999403,2,2,0,[],"['53347', '53346']",Cluster,Small,Honoré-Beaugrand - Pierre-De Coubertin,"http://maps.google.com/maps?q=&layer=c&cbll=45.59393700057276,-73.52670799999403"
53335,45.59449400055472,-73.52852000000273,2,2,0,[],"['53336', '53335']",Cluster,Small,Honoré-Beaugrand - Sainte-Claire,"http://maps.google.com/maps?q=&layer=c&cbll=45.59449400055472,-73.52852000000273"
53306,45.59520600053619,-73.53083300000814,2,2,0,[],"['53307', '53306']",Cluster,Small,Honoré-Beaugrand - de Marseille,"http://maps.google.com/maps?q=&layer=c&cbll=45.59520600053619,-73.53083300000814"
53994,45.598250500727374,-73.54080849982877,2,2,0,[],"['53995', '53994']",Cluster,Small,Honoré-Beaugrand - Fonteneau,"http://maps.google.com/maps?q=&layer=c&cbll=45.598250500727374,-73.54080849982877"
61030,45.59895150041662,-73.54386800003716,2,2,0,[],"['53996', '61030']",Cluster,Small,Chénier - Honoré-Beaugrand,"http://maps.google.com/maps?q=&layer=c&cbll=45.59895150041662,-73.54386800003716"
54663,45.59794950041864,-73.54461350015967,2,2,0,[],"['54664', '54663']",Cluster,Small,du Bois-de-Coulonge - Chénier,"http://maps.google.com/maps?q=&layer=c&cbll=45.59794950041864,-73.54461350015967"
54698,45.59881900056253,-73.5476269995595,2,2,0,[],"['54660', '54698']",Cluster,Small,du Bois-de-Coulonge - du Curé-Clermont - Yves-Prévost,"http://maps.google.com/maps?q=&layer=c&cbll=45.59881900056253,-73.5476269995595"
54655,45.60147200060554,-73.5474499996422,2,2,0,[],"['54699', '54655']",Cluster,Small,Goncourt - Yves-Prévost - de la Seine,"http://maps.google.com/maps?q=&layer=c&cbll=45.60147200060554,-73.5474499996422"
54643,45.602101000434054,-73.55112050003474,2,2,0,[],"['54642', '54643']",Cluster,Small,Goncourt - Villars,"http://maps.google.com/maps?q=&layer=c&cbll=45.602101000434054,-73.55112050003474"
54627,45.60249350041932,-73.5534179998363,2,2,0,[],"['54628', '54627']",Cluster,Small,Goncourt - Wilfrid-Pelletier,"http://maps.google.com/maps?q=&layer=c&cbll=45.60249350041932,-73.5534179998363"
54636,45.60778250039431,-73.55252050012732,2,2,0,[],"['54637', '54636']",Cluster,Small,Wilfrid-Pelletier - de la Loire,"http://maps.google.com/maps?q=&layer=c&cbll=45.60778250039431,-73.55252050012732"
54644,45.61016500043777,-73.55091750016773,2,2,0,[],"['54645', '54644']",Cluster,Small,Wilfrid-Pelletier - Roi-René,"http://maps.google.com/maps?q=&layer=c&cbll=45.61016500043777,-73.55091750016773"
54640,45.61089950070159,-73.55187849997766,2,2,0,[],"['54641', '54640']",Cluster,Small,Roi-René - Georges,"http://maps.google.com/maps?q=&layer=c&cbll=45.61089950070159,-73.55187849997766"
54590,45.61154950028813,-73.56698750008441,2,2,0,[],"['54591', '54590']",Cluster,Small,Jarry - Edison,"http://maps.google.com/maps?q=&layer=c&cbll=45.61154950028813,-73.56698750008441"
54585,45.61010350063284,-73.56863850007618,2,2,0,[],"['54579', '54585']",Cluster,Small,Claveau - Jarry,"http://maps.google.com/maps?q=&layer=c&cbll=45.61010350063284,-73.56863850007618"
54703,45.6108130003073,-73.5704554998175,2,2,0,[],"['54700', '54703']",Cluster,Small,Claveau - No 9100,"http://maps.google.com/maps?q=&layer=c&cbll=45.6108130003073,-73.5704554998175"
54573,45.61345650027432,-73.57149100011235,2,2,0,[],"['54572', '54573']",Cluster,Small,Grenache - Edison,"http://maps.google.com/maps?q=&layer=c&cbll=45.61345650027432,-73.57149100011235"
54706,45.61993850071943,-73.578249499521,2,2,0,[],"['54727', '54706']",Cluster,Small,Parkway - No 10700 - No 10600,"http://maps.google.com/maps?q=&layer=c&cbll=45.61993850071943,-73.578249499521"
54707,45.62070300059926,-73.58003349966762,2,2,0,[],"['54725', '54707']",Cluster,Small,Parkway - No 10800 - No 10700,"http://maps.google.com/maps?q=&layer=c&cbll=45.62070300059926,-73.58003349966762"
54704,45.62190050033824,-73.58308350030886,2,2,0,[],"['54705', '54704']",Cluster,Small,Jean-René-Ouimet - Parkway,"http://maps.google.com/maps?q=&layer=c&cbll=45.62190050033824,-73.58308350030886"
54530,45.620007500365055,-73.58252049952046,2,2,0,[],"['54531', '54530']",Cluster,Small,Larrey - Secant,"http://maps.google.com/maps?q=&layer=c&cbll=45.620007500365055,-73.58252049952046"
54708,45.61901750023154,-73.58206999998201,2,2,0,[],"['54696', '54708']",Cluster,Small,Centre de transport Anjou,"http://maps.google.com/maps?q=&layer=c&cbll=45.61901750023154,-73.58206999998201"
52103,45.518066000258095,-73.58155549987103,2,2,0,[],"['52104', '52103']",Cluster,Small,Rachel - Saint-Laurent,"http://maps.google.com/maps?q=&layer=c&cbll=45.518066000258095,-73.58155549987103"
52152,45.51982100023985,-73.57998500004284,2,2,0,[],"['52151', '52152']",Cluster,Small,Rachel - de l'Hôtel-de-Ville,"http://maps.google.com/maps?q=&layer=c&cbll=45.51982100023985,-73.57998500004284"
52261,45.523520000264874,-73.57657550011969,2,2,0,[],"['52260', '52261']",Cluster,Small,Rachel - Saint-Hubert,"http://maps.google.com/maps?q=&layer=c&cbll=45.523520000264874,-73.57657550011969"
52297,45.524859000260335,-73.57534200006388,2,2,0,[],"['52296', '52297']",Cluster,Small,Rachel - de Mentana,"http://maps.google.com/maps?q=&layer=c&cbll=45.524859000260335,-73.57534200006388"
52404,45.527863000292086,-73.57205450020814,2,2,0,[],"['52403', '52404']",Cluster,Small,Rachel - De Lanaudière - Calixa-Lavallée,"http://maps.google.com/maps?q=&layer=c&cbll=45.527863000292086,-73.57205450020814"
52436,45.52917250027201,-73.57077550002512,2,2,0,[],"['52435', '52436']",Cluster,Small,Rachel - Fabre,"http://maps.google.com/maps?q=&layer=c&cbll=45.52917250027201,-73.57077550002512"
52640,45.53510900030335,-73.56510550009533,2,2,0,[],"['52639', '52640']",Cluster,Small,Rachel - Fullum,"http://maps.google.com/maps?q=&layer=c&cbll=45.53510900030335,-73.56510550009533"
52889,45.53747600032661,-73.55720099994532,2,2,0,[],"['52888', '52889']",Cluster,Small,Hochelaga - Hogan,"http://maps.google.com/maps?q=&layer=c&cbll=45.53747600032661,-73.55720099994532"
53750,45.53894700055011,-73.55627350062855,2,2,0,[],"['52917', '53750']",Cluster,Small,Hochelaga - Wurtele - Florian,"http://maps.google.com/maps?q=&layer=c&cbll=45.53894700055011,-73.55627350062855"
53000,45.54359850034646,-73.5534039999057,2,2,0,[],"['52999', '53000']",Cluster,Small,Hochelaga - Saint-Germain,"http://maps.google.com/maps?q=&layer=c&cbll=45.54359850034646,-73.5534039999057"
53012,45.544956000345664,-73.55256649994048,2,2,0,[],"['53011', '53012']",Cluster,Small,Hochelaga - Davidson,"http://maps.google.com/maps?q=&layer=c&cbll=45.544956000345664,-73.55256649994048"
53227,45.542898500420314,-73.53887600022273,2,2,0,[],"['53226', '53227']",Cluster,Small,Sainte-Catherine - Joliette - Aylwin,"http://maps.google.com/maps?q=&layer=c&cbll=45.542898500420314,-73.53887600022273"
52525,45.53251440133619,-73.56776320276671,5,5,0,[],"['52526', '52561', '52563', '52562', '52525']",Cluster,Medium,Rachel - De Lorimier - de Bordeaux - Dorion,"http://maps.google.com/maps?q=&layer=c&cbll=45.53251440133619,-73.56776320276671"
52287,45.52067400025203,-73.57570599999532,2,2,0,[],"['52288', '52287']",Cluster,Small,Saint-Denis - Duluth,"http://maps.google.com/maps?q=&layer=c&cbll=45.52067400025203,-73.57570599999532"
