StopCode,StopCode,location,stop_id,stop_name,stop_code,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code,HarmCen,CatHarmCen,Clossnes,CatClossnes,BetCen
52005,52005,"(610509.5552494004, 5041886.544515517)",52005,du Mont-Royal / De Bullion,52005,,45.521749,-73.584963,,http://m.stm.info/fr/horaires/arrets/52005/bus,0,,,1,,,183.50262741369,4,1.897843556989,4,483.01431337387
51972,51972,"(610404.4335612113, 5041716.328546185)",51972,du Mont-Royal / Saint-Laurent,51972,,45.520234,-73.586347,,http://m.stm.info/fr/horaires/arrets/51972/bus,0,,,1,,,179.088748595572,3,1.862192796081,4,482.929909314758
51937,51937,"(610322.7335138884, 5041582.19975586)",51937,du Mont-Royal / Saint-Urbain,51937,,45.519040,-73.587423,,http://m.stm.info/fr/horaires/arrets/51937/bus,0,,,1,,,174.987639011611,3,1.827856729239,4,482.845505255648
51881,51881,"(610189.4531385385, 5041364.372876578)",51881,du Mont-Royal / du Parc,51881,,45.517101,-73.589178,,http://m.stm.info/fr/horaires/arrets/51881/bus,0,,,1,,,171.160693164841,3,1.794851641072,4,239.471815472539
54159,54159,"(610115.4683746502, 5041244.163003791)",54159,du Mont-Royal / Côte-Sainte-Catherine,54159,,45.516031,-73.590152,,http://m.stm.info/fr/horaires/arrets/54159/bus,0,,,1,,,167.546228341621,3,1.763017339296,3,141.139417240061
53748,53748,"(609873.4684330332, 5040635.255189765)",53748,Belvédère Camillien-Houde,53748,,45.510590,-73.593386,,http://m.stm.info/fr/horaires/arrets/53748/bus,0,,,2,,,189.097930253271,4,1.907087852352,4,289.26010801836
53745,53745,"(609831.2006214974, 5039836.151681529)",53745,Remembrance / Chemin du Chalet (Belvédère Kondiaro,53745,,45.503406,-73.594106,,http://m.stm.info/fr/horaires/arrets/53745/bus,0,,,1,,,183.539261119442,4,1.871170965668,4,289.175703959248
53838,53838,"(609675.5726691898, 5039717.742287995)",53838,Remembrance / Cavalerie du SPVM,53838,,45.502365,-73.596124,,http://m.stm.info/fr/horaires/arrets/53838/bus,0,,,1,,,178.818169188184,3,1.836581942702,4,289.091299900137
54133,54133,"(609348.5384660544, 5039412.204490791)",54133,Lac aux Castors,54133,,45.499667,-73.600377,,http://m.stm.info/fr/horaires/arrets/54133/bus,0,,,1,,,174.537596714609,3,1.803248482365,4,289.006895841025
51486,51486,"(608832.8306650607, 5038952.162184319)",51486,Côte-des-Neiges / Forest Hill,51486,,45.495608,-73.607078,,http://m.stm.info/fr/horaires/arrets/51486/bus,0,,,1,,,222.454400246859,5,2.235551757197,5,1569.807824654212
51429,51429,"(608585.802134738, 5038923.767921163)",51429,Ridgewood / Côte-des-Neiges,51429,,45.495391,-73.610245,,http://m.stm.info/fr/horaires/arrets/51429/bus,0,,,1,,,215.386930596062,4,2.186334203651,5,363.902958408679
53972,53972,"(608587.5995286797, 5038806.33489088)",53972,Ridgewood / No 3360,53972,,45.494334,-73.610248,,http://m.stm.info/fr/horaires/arrets/53972/bus,0,,,1,,,209.225567662004,4,2.139237098385,5,363.818554349568
53836,53836,"(608409.0552818046, 5038753.906684216)",53836,Ridgewood / No 3440,53836,,45.493890,-73.612544,,http://m.stm.info/fr/horaires/arrets/53836/bus,0,,,1,,,203.586915879818,4,2.094126297614,4,363.734150290457
53835,53835,"(608511.4639804919, 5038653.214922932)",53835,Ridgewood / No 3550,53835,,45.492968,-73.611256,,http://m.stm.info/fr/horaires/arrets/53835/bus,0,,,1,,,198.347858849758,4,2.050878738817,4,363.649746231344
53834,53834,"(608421.0511213853, 5038602.422000338)",53834,Ridgewood / No 3600,53834,,45.492525,-73.612424,,http://m.stm.info/fr/horaires/arrets/53834/bus,0,,,1,,,193.442420980555,4,2.009381319647,4,363.565342172232
60699,60699,"(613012.7947190771, 5033748.830561505)",60699,Terminus de la Pointe-Sud,60699,,45.448122,-73.554794,,http://m.stm.info/fr/horaires/arrets/60699/bus,0,,,1,,,172.38300123205,3,1.819237529669,4,287.833137015744
60693,60693,"(613191.0577167216, 5033831.830496173)",60693,de la Pointe-Sud / des Parulines,60693,,45.448840,-73.552496,,http://m.stm.info/fr/horaires/arrets/60693/bus,0,,,2,,,169.762701868171,3,1.78661196986,3,586.944264025186
60694,60694,"(613395.9436064133, 5034012.778451715)",60694,de la Pointe-Sud / des Sommets,60694,,45.450435,-73.549835,,http://m.stm.info/fr/horaires/arrets/60694/bus,0,,,1,,,165.845822566359,3,1.755019321193,3,586.859859966074
56654,56654,"(613620.1428695179, 5034336.220445443)",56654,de l'Île-des-Soeurs / De Gaspé,56654,,45.453309,-73.546894,,http://m.stm.info/fr/horaires/arrets/56654/bus,0,,,1,,,162.41932730399,3,1.724524563753,3,586.775455906962
56656,56656,"(613709.5418729197, 5034453.081210352)",56656,de l'Île-des-Soeurs / François,56656,,45.454346,-73.545724,,http://m.stm.info/fr/horaires/arrets/56656/bus,0,,,1,,,159.220447149489,3,1.695071444956,3,586.691051847851
56663,56663,"(613916.0101536731, 5034682.863219488)",56663,de l'Île-des-Soeurs / Darwin,56663,,45.456380,-73.543031,,http://m.stm.info/fr/horaires/arrets/56663/bus,0,,,1,,,156.188168697378,3,1.666607490634,3,586.606647788739
56661,56661,"(613813.4188611457, 5035014.067515103)",56661,de l'Île-des-Soeurs / Berlioz,56661,,45.459377,-73.544266,,http://m.stm.info/fr/horaires/arrets/56661/bus,0,,,1,,,153.296181681928,3,1.639083693034,3,586.522243729627
56657,56657,"(613717.3726536267, 5035122.46054083)",56657,de l'Île-des-Soeurs / Abélard,56657,,45.460368,-73.545469,,http://m.stm.info/fr/horaires/arrets/56657/bus,0,,,1,,,150.528803425841,3,1.612454229232,3,586.437839670515
56721,56721,"(613534.7190345103, 5035206.951795786)",56721,Marguerite-Bourgeoys / des Passereaux,56721,,45.461158,-73.547785,,http://m.stm.info/fr/horaires/arrets/56721/bus,0,,,1,,,149.315119051894,3,1.586866928231,3,609.080903210962
